Zone,1
t1,-21.83699778241036
t2,-21.836996792089295
t3,-21.83699591803566
t4,-21.836993594967936
t5,-21.836991973869335
t6,-21.836994077730257
t7,-21.836999878118842
t8,-21.83700044174066
t9,-21.83700116591747
t10,-21.837001805199787
t11,-27.296254256729
t12,-27.296254290398004
t13,-27.29625429676591
t14,-27.296254282766316
t15,-27.29625419620684
t16,-27.296252881877045
t17,-21.837001338732108
t18,-21.837000712230655
t19,-21.837000303218126
t20,-21.837000193457886
t21,-21.837000237225553
t22,-21.837000132796398
t23,-21.837000041303448
t24,-21.837000109383347
t25,-21.8370000327897
t26,-21.83700003420716
t27,-21.837000112721405
t28,-21.83700018348228
t29,-21.83700021402972
t30,-21.83700026416236
t31,-21.837000636618743
t32,-21.837001494346033
t33,-27.296253166879627
t34,-27.29625423566784
t35,-27.29625429272815
t36,-27.296254306944476
t37,-27.296254309243057
t38,-27.29625430635634
t39,-27.296254220741993
t40,-27.296253096555724
t41,-21.837001348772418
t42,-21.83700071334901
t43,-21.83700032146279
t44,-21.837000124038518
t45,-21.83700019860418
t46,-21.83700016940907
t47,-21.837000116946214
t48,-21.837000040267384
t49,-21.837000130460087
t50,-21.837000175111598
t51,-21.83700015936516
t52,-21.83700020781096
t53,-21.83700024970757
t54,-21.837000191366727
t55,-21.837000755232367
t56,-21.837002685010326
t57,-27.296254123254112
t58,-27.296254286984638
t59,-27.296254307758094
t60,-27.29625430911483
t61,-27.296254277416203
t62,-27.296254180176955
t63,-21.837006171845253
t64,-21.837001409317562
t65,-21.837001128594597
t66,-21.83700055712209
t67,-21.837000353040807
t68,-21.837000320925988
t69,-21.837000381128803
t70,-21.837000328003516
t71,-21.83700025573745
t72,-21.837000252459138
t73,-21.837000300681424
t74,-21.837000337510506
t75,-21.837000404558406
t76,-21.837000462919185
t77,-21.83700051005918
t78,-21.83700060149464
t79,-21.83700131926624
t80,-26.82292540987491
t81,-27.296254225741503
t82,-27.296254296856862
t83,-27.296254315994332
t84,-27.296254320751874
t85,-27.296254310901904
t86,-27.296254286625665
t87,-27.29625422103879
t88,-27.296252613663984
t89,-21.837001385957212
t90,-21.837000571372982
t91,-21.837000296878436
t92,-21.83699996257361
t93,-21.837000041071786
t94,-21.83699979705124
t95,-21.83699917818427
t96,-21.8369998196704
t97,-21.837000282052223
t98,-21.837000450381083
t99,-21.837000493277483
t100,-21.837000539730816
t101,-21.83700059844831
t102,-21.837000653089262
t103,-21.8370012213127
t104,-21.8370024990559
t105,-27.29625371613895
t106,-27.29625421596598
t107,-27.296254281910567
t108,-27.29625430516303
t109,-27.29625429811225
t110,-27.29625426527631
t111,-27.296254062209353
t112,-21.837001820744213
t113,-21.83700115136934
t114,-21.837000439248712
t115,-21.836998985069165
t116,-21.836995907968447
t117,-21.83699867168673
t118,-21.836998634933693
t119,-21.83699972574583
t120,-21.83700014767127
t121,-21.837000416811705
t122,-21.837000411180902
t123,-21.8370003329424
t124,-21.83700024064984
t125,-21.83700018030779
t126,-21.8370001383194
t127,-21.837000535499282
t128,-21.837001346134212
t129,-21.83700414978173
t130,-27.296254121936716
t131,-27.29625426643352
t132,-27.29625429254734
t133,-27.296254273715345
t134,-27.296254197515765
t135,-27.296253744985975
