Region,Resource,Zone,Cluster,AnnualSum
QLD,QLD_coal,1,1,1.1048400407390838e9
QLD,QLD_coal_ccs,1,1,38.0367805776989
QLD,QLD_CCGT,1,1,1.9675408419166014e7
QLD,QLD_CCGT_CCS,1,1,28.36085838689143
QLD,QLD_OCGT,1,1,721.6605846231802
QLD,QLD_wind,1,1,2.1271914638293862e8
QLD,QLD_solar,1,1,-7.173500873875625e7
QLD,QLD_biomass,1,1,160.23604138961136
QLD,QLD_hydro,1,1,0.0
QLD,QLD_PHES,1,1,4.647594931765356e8
QLD,QLD_battery,1,1,3.0882306508040003e7
