Resource,QLD_coal,QLD_coal_ccs,QLD_CCGT,QLD_CCGT_CCS,QLD_OCGT,QLD_wind,QLD_solar,QLD_biomass,QLD_hydro,QLD_PHES,QLD_battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,4.0747817282776698e6,5.032198252587415e6,0.0,0.0,0.0,0.0,9.106979980865085e6
t1,0.0,0.0,0.0,0.0,0.0,7.22226495781797e-5,0.0,0.0,0.0,0.0,0.0,7.22226495781797e-5
t2,0.0,0.0,0.0,0.0,0.0,7.269991510838736e-5,0.0,0.0,0.0,0.0,0.0,7.269991510838736e-5
t3,0.0,0.0,0.0,0.0,0.0,7.284586808964377e-5,0.0,0.0,0.0,0.0,0.0,7.284586808964377e-5
t4,0.0,0.0,0.0,0.0,0.0,7.286184381882777e-5,0.0,0.0,0.0,0.0,0.0,7.286184381882777e-5
t5,0.0,0.0,0.0,0.0,0.0,7.282199567271164e-5,0.0,0.0,0.0,0.0,0.0,7.282199567271164e-5
t6,0.0,0.0,0.0,0.0,0.0,7.268818126249244e-5,7.256056795768018e-5,0.0,0.0,0.0,0.0,0.0001452487492201726
t7,0.0,0.0,0.0,0.0,0.0,7.25550421520893e-5,7.27605479369231e-5,0.0,0.0,0.0,0.0,0.0001453155900890124
t8,0.0,0.0,0.0,0.0,0.0,7.225955232570414e-5,7.278670909727225e-5,0.0,0.0,0.0,0.0,0.00014504626142297639
t9,0.0,0.0,0.0,0.0,0.0,7.224590035548317e-5,7.189167990873102e-5,0.0,0.0,0.0,0.0,0.0001441375802642142
t10,0.0,0.0,0.0,0.0,0.0,7.203631867014337e-5,7.144555092963856e-5,0.0,0.0,0.0,0.0,0.00014348186959978193
t11,0.0,0.0,0.0,0.0,0.0,1867.9556523672254,3052.136463865354,0.0,0.0,0.0,0.0,4920.092116232579
t12,0.0,0.0,0.0,0.0,0.0,2362.4623658151277,4205.414653349246,0.0,0.0,0.0,0.0,6567.877019164373
t13,0.0,0.0,0.0,0.0,0.0,2650.209370895027,4671.061567015875,0.0,0.0,0.0,0.0,7321.270937910902
t14,0.0,0.0,0.0,0.0,0.0,2607.4656934917475,3963.7274805206707,0.0,0.0,0.0,0.0,6571.193174012418
t15,0.0,0.0,0.0,0.0,0.0,1598.7267488514226,2101.764379731023,0.0,0.0,0.0,0.0,3700.4911285824455
t16,0.0,0.0,0.0,0.0,0.0,159.9713032336167,251.2654478721215,0.0,0.0,0.0,0.0,411.2367511057382
t17,0.0,0.0,0.0,0.0,0.0,7.155926687119063e-5,7.247554822242819e-5,0.0,0.0,0.0,0.0,0.00014403481509361882
t18,0.0,0.0,0.0,0.0,0.0,7.168110460042953e-5,7.210661669887486e-5,0.0,0.0,0.0,0.0,0.0001437877212993044
t19,0.0,0.0,0.0,0.0,0.0,7.166173600126058e-5,7.257888836420534e-5,0.0,0.0,0.0,0.0,0.00014424062436546592
t20,0.0,0.0,0.0,0.0,0.0,7.16111153451493e-5,0.0,0.0,0.0,0.0,0.0,7.16111153451493e-5
t21,0.0,0.0,0.0,0.0,0.0,7.152391663112212e-5,0.0,0.0,0.0,0.0,0.0,7.152391663112212e-5
t22,0.0,0.0,0.0,0.0,0.0,7.153132355597336e-5,0.0,0.0,0.0,0.0,0.0,7.153132355597336e-5
t23,0.0,0.0,0.0,0.0,0.0,7.153222941269632e-5,0.0,0.0,0.0,0.0,0.0,7.153222941269632e-5
t24,0.0,0.0,0.0,0.0,0.0,7.154138620535377e-5,0.0,0.0,0.0,0.0,0.0,7.154138620535377e-5
t25,0.0,0.0,0.0,0.0,0.0,7.165484294091584e-5,0.0,0.0,0.0,0.0,0.0,7.165484294091584e-5
t26,0.0,0.0,0.0,0.0,0.0,7.172460664151004e-5,0.0,0.0,0.0,0.0,0.0,7.172460664151004e-5
t27,0.0,0.0,0.0,0.0,0.0,7.174816346378066e-5,0.0,0.0,0.0,0.0,0.0,7.174816346378066e-5
t28,0.0,0.0,0.0,0.0,0.0,7.165951956267236e-5,0.0,0.0,0.0,0.0,0.0,7.165951956267236e-5
t29,0.0,0.0,0.0,0.0,0.0,7.166543309722329e-5,0.0,0.0,0.0,0.0,0.0,7.166543309722329e-5
t30,0.0,0.0,0.0,0.0,0.0,7.166514114942402e-5,7.246257615634022e-5,0.0,0.0,0.0,0.0,0.00014412771730576424
t31,0.0,0.0,0.0,0.0,0.0,7.1532523179485e-5,7.227839978440898e-5,0.0,0.0,0.0,0.0,0.00014381092296389397
t32,0.0,0.0,0.0,0.0,0.0,7.138226374081569e-5,7.208167426142609e-5,0.0,0.0,0.0,0.0,0.00014346393800224178
t33,0.0,0.0,0.0,0.0,0.0,121.49916133370152,157.4470381971605,0.0,0.0,0.0,0.0,278.94619953086203
t34,0.0,0.0,0.0,0.0,0.0,1624.9819180929335,2399.1251539974564,0.0,0.0,0.0,0.0,4024.10707209039
t35,0.0,0.0,0.0,0.0,0.0,2328.695255601141,4314.451104267717,0.0,0.0,0.0,0.0,6643.146359868858
t36,0.0,0.0,0.0,0.0,0.0,2511.8080804105102,5153.692737416219,0.0,0.0,0.0,0.0,7665.500817826729
t37,0.0,0.0,0.0,0.0,0.0,2759.6676592399735,5469.865920362203,0.0,0.0,0.0,0.0,8229.533579602175
