Resource,QLD_coal,QLD_coal_ccs,QLD_CCGT,QLD_CCGT_CCS,QLD_OCGT,QLD_wind,QLD_solar,QLD_biomass,QLD_hydro,QLD_PHES,QLD_battery
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114285.17314903777,4275.18267027141
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107165.2734128971,3952.744173351808
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100005.5044874639,3380.7756549020587
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92794.94298448584,2424.849711400654
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85561.30517481438,1364.5448990442833
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78366.35859681136,403.5948988624935
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72660.8499773436,419.06641870551135
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71261.06444303048,311.4027291885644
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72805.24227887411,333.50187366108594
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77186.73178284004,0.000367106955919379
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82788.68135464046,1081.4821217958458
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88390.63092642461,1903.3581485471868
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93992.58049812994,2689.189330320908
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99594.5300698001,3486.3956493420224
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105196.47964124949,4265.251328407567
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110798.42921289368,4959.256476027277
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114000.28985578413,4746.876170540707
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113717.21896520603,4365.801288284493
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110462.40443389934,3935.2879767521704
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105879.83794337952,3583.960232599882
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101612.38696410383,3348.455529661578
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96718.98121698984,3112.3543432446027
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91467.14157863379,2869.0547523576083
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86647.82579787512,2642.6685281653
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81404.88124315086,2388.8596617327785
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75989.54441737749,2153.762676689456
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70950.97425779262,1901.697657275189
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66412.95314039772,1621.6559410786144
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62129.23961259956,1284.3370751387008
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58392.30766075117,844.1094136115404
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58050.87999523759,310.839414890239
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61860.54330848443,0.00029474267284967937
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67462.49287999295,1081.4821165700607
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73064.44245136366,1720.5848387310234
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78666.3920227312,2274.9145915400045
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84268.3415944196,2811.76870373725
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89870.29116599233,3324.5934549514054
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95472.24073751616,3873.129576692346
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101074.19030889958,4483.682150327765
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106676.13988024283,4959.256475444571
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109742.67656193796,4749.329272825019
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109377.11499343417,4329.834773305798
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105847.7755734479,3917.3989470937313
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100497.28387766592,3550.574361579527
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95630.89056783458,3252.291528573926
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90693.18871213692,3032.3922707752117
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85595.53529566605,2803.017378954771
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80242.8085927107,2554.161456232938
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75266.70059588316,2312.1108942754922
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70498.44184036025,2052.709434854111
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65466.004260226044,1798.161731211638
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60777.99518836421,1498.3176196253628
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56418.321644009346,1135.0163286365164
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51630.297654956594,627.0880908643765
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51458.65921427676,291.0489079902961
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56420.23279851243,0.0002934878462161923
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62022.1823703432,1081.4821147353991
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67624.1319422367,1869.7975319849706
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73226.08151406409,2627.1280719071483
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78828.03108583704,3371.0271901403194
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84429.98065786697,4158.585667715034
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90031.93022976158,4959.256474511572
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95502.01733897434,4827.006767078137
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98665.46600410996,4593.926874479174
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99332.06626508647,4618.981436334968
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97971.89071614118,4145.832732892019
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94125.81319614965,3764.267172690408
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89830.5230976712,3448.929667244077
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86258.90247269033,3177.6132918165476
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82296.13970755447,2914.7758084602815
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77667.06875290244,2692.539674122523
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73098.38804721455,2455.4418363027644
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68883.2557380799,2208.7055545859166
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64960.992575972756,1939.606023526253
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61832.59079841059,1634.2069185115404
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59328.50254611329,1290.5515226533814
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57400.89484326264,853.3967113948588
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56363.16282909126,248.83454332943228
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58550.012960721164,0.00031921474851515086
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64151.96251564556,693.1527064584992
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69753.91208729974,1430.3212510163498
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75355.86165891471,2014.8458614356819
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80957.81123051191,2512.984834581645
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86559.76080203839,2960.912733039996
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92161.71037348741,3413.517951228095
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97763.65994518352,3990.9894425803795
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103365.60951676725,4642.7648099919725
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108967.55908838069,4959.256475407939
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111682.38288841757,4762.7763092567775
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110031.33090243205,4257.923284841095
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105040.09127173366,3980.839918210973
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98763.33145274139,3581.9821973926514
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92657.00718545867,3281.8870861878913
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86346.10427041719,2945.1650483401654
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79679.58103063803,2423.0585599770216
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73517.84507844862,2144.4137088274956
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68759.16067474941,1972.7758912307663
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65662.41243137317,1772.2933526515699
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63108.670598292956,1534.038503119219
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61148.74419321944,1248.3403712767577
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59656.02842600074,876.874729828469
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58646.95940496468,347.0952350516211
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59591.22806788472,301.3826147348724
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64450.41959822292,0.0002936164923994511
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70052.36916992356,1081.482117344787
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75654.31874178663,1749.3568944794115
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81256.26831362498,2382.2858884950924
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86858.21788536801,2976.3521700939586
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92460.16745709625,3574.873813202954
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98062.11702875869,4207.799279239396
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103664.06660062107,4959.256476430754
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108085.61422852217,4679.104719425965
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108544.68490611209,4727.5286707076975
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104609.78649112515,4572.415619738604
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97667.17833301489,4007.12959234509
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90387.38345028876,2820.521677339487
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83362.87460768074,2125.868777500582
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76402.0817758955,1604.3352362878898
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70017.01612898796,1533.9074583866925
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64513.79781978442,1514.4021010761946
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60468.5035202252,1497.8451661078989
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56271.86709805037,1450.9938090469352
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51359.768557155156,1382.69649323855
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45925.47098264036,1271.0538011505828
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40230.18262678774,1094.4947393311002
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34317.224975245976,779.1480456905676
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31272.199135430405,324.0900693819445
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32683.21869212985,238.96292940689403
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37780.96286605014,0.00029400900211840053
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43382.91243741656,1081.4821114258532
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48984.8620092355,1909.9776645573597
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54586.81158051297,2618.585891013194
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60188.76115219088,3405.9501922492495
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65790.7107236858,4172.8560791549535
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71392.66029520352,4959.256476473959
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76133.83073648877,4675.5777091585105
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77784.31874987457,4696.509346889307
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76799.36979869036,4182.78553952228
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73202.3063620297,3771.6599503681477
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69094.22021487968,3432.4798421752835
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65026.074381534905,3185.6763615001505
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60506.98349486658,2937.0128637042626
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57240.28051106837,2713.374716642259
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55633.898974269534,2500.156101136589
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54871.453760329496,2309.698026746218
