BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.1552863645129879e8,1.854627739948372e7,-2.4119887850820556e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.0995502599991699e8
t1,6124.851694729851,7195.269029484688,-145.4635342146801,0.0,0.0,0.0,0.0,0.0,0.0,-13174.65719
t2,5265.8785869221165,7507.034166260607,-112.31506318271585,0.0,0.0,0.0,0.0,0.0,0.0,-12660.59769
t3,4556.292106767047,7762.266101257186,-96.00549802416636,0.0,0.0,0.0,0.0,0.0,0.0,-12222.55271
t4,3940.072268839519,8141.347606195639,-67.23045503513472,0.0,0.0,0.0,0.0,0.0,0.0,-12014.18942
t5,3641.299014169333,8248.751450202093,-53.35086437125799,0.0,0.0,0.0,0.0,0.0,0.0,-11836.6996
t6,3626.918135727547,8130.0887206941625,-67.13370642161178,0.0,0.0,0.0,0.0,0.0,0.0,-11689.87315
t7,5827.405783540289,5893.237016064662,-249.18505960493297,0.0,0.0,0.0,0.0,0.0,0.0,-11471.45774
t8,9840.585417462536,1629.1449361951388,-163.0907436577182,0.0,0.0,0.0,0.0,0.0,0.0,-11306.63961
t9,13645.486414956378,184.6501788161921,-2286.8900537724558,0.0,0.0,0.0,0.0,0.0,0.0,-11543.24654
t10,16877.289306013306,410.6807601454873,-5903.200976158949,0.0,0.0,0.0,0.0,0.0,0.0,-11384.76909
t11,19376.170019497567,0.0002205710913361623,-8550.677580070733,0.0,0.0,0.0,0.0,0.0,0.0,-10825.49266
t12,19169.07240130817,129.31462438249804,-8421.363925690697,0.0,0.0,0.0,0.0,0.0,0.0,-10877.0231
t13,18853.791451183548,147.26917850660845,-8403.409369690642,0.0,0.0,0.0,0.0,0.0,0.0,-10597.65126
t14,19036.53584297519,141.60302911479778,-8409.07552209208,0.0,0.0,0.0,0.0,0.0,0.0,-10769.06335
t15,20177.88631655385,150.74379879425138,-8399.934755346922,0.0,0.0,0.0,0.0,0.0,0.0,-11928.69536
t16,20541.296290007198,193.0093056497664,-8357.669255657684,0.0,0.0,0.0,0.0,0.0,0.0,-12376.63634
t17,17232.382475981925,360.2519715213861,-4419.953597503313,0.0,0.0,0.0,0.0,0.0,0.0,-13172.68085
t18,13415.993383739082,775.706493545784,-179.53479728467306,0.0,0.0,0.0,0.0,0.0,0.0,-14012.16508
t19,11037.36783916941,3778.1191362428335,-160.77363541213472,0.0,0.0,0.0,0.0,0.0,0.0,-14654.71334
t20,10046.250664571025,5034.950129395471,-162.57155396663364,0.0,0.0,0.0,0.0,0.0,0.0,-14918.62924
t21,9934.210693978237,4628.570364365036,-181.0530283429992,0.0,0.0,0.0,0.0,0.0,0.0,-14381.72803
t22,9560.744125591298,5251.942421733007,-177.011427324453,0.0,0.0,0.0,0.0,0.0,0.0,-14635.67512
t23,8776.464331922873,5613.853971069588,-173.07166299233427,0.0,0.0,0.0,0.0,0.0,0.0,-14217.24664
t24,8571.057719308863,5166.633457978385,-174.09118728739287,0.0,0.0,0.0,0.0,0.0,0.0,-13563.59999
t25,7431.984685552299,5609.067244188779,-166.12332974128503,0.0,0.0,0.0,0.0,0.0,0.0,-12874.9286
t26,6666.378220073164,5771.719636956657,-175.45913702997524,0.0,0.0,0.0,0.0,0.0,0.0,-12262.63872
t27,6685.051548526552,5409.039592774944,-173.65300130148012,0.0,0.0,0.0,0.0,0.0,0.0,-11920.43814
t28,6983.824803377057,4932.221656305637,-171.38221968284574,0.0,0.0,0.0,0.0,0.0,0.0,-11744.66424
t29,6983.8248034141025,4725.5363655516485,-165.4233889657565,0.0,0.0,0.0,0.0,0.0,0.0,-11543.93778
t30,7243.799803244594,4263.891567519179,-154.07373076354907,0.0,0.0,0.0,0.0,0.0,0.0,-11353.61764
t31,9883.831260638295,950.9452924079375,-152.0043230463843,0.0,0.0,0.0,0.0,0.0,0.0,-10682.77223
t32,14857.956373231409,379.8980740585535,-5137.631067289865,0.0,0.0,0.0,0.0,0.0,0.0,-10100.22338
t33,18451.419389780298,0.00018593843060299252,-8550.677611719719,0.0,0.0,0.0,0.0,0.0,0.0,-9900.741964
t34,17805.91726773181,220.35714368095955,-8330.321415412676,0.0,0.0,0.0,0.0,0.0,0.0,-9695.952996
t35,17508.042355418205,262.58401242236306,-8288.094546841976,0.0,0.0,0.0,0.0,0.0,0.0,-9482.531821
t36,17752.571178514954,271.2889273603981,-8279.38962987762,0.0,0.0,0.0,0.0,0.0,0.0,-9744.470476
t37,17626.651385450496,283.2583637763816,-8267.420193227008,0.0,0.0,0.0,0.0,0.0,0.0,-9642.489556
t38,17298.562793601595,265.469918375208,-8285.208638978625,0.0,0.0,0.0,0.0,0.0,0.0,-9278.824073
t39,19547.91763529516,234.57846167381786,-8316.100096968425,0.0,0.0,0.0,0.0,0.0,0.0,-11466.396
t40,20329.44890855616,301.81344210664736,-8248.8651206638,0.0,0.0,0.0,0.0,0.0,0.0,-12382.39723
t41,17324.3182772935,362.1582710976967,-4246.768288391188,0.0,0.0,0.0,0.0,0.0,0.0,-13439.70826
t42,13993.425381448413,890.578793741206,-175.94358518960837,0.0,0.0,0.0,0.0,0.0,0.0,-14708.06059
t43,11525.746402290162,4040.6708400558755,-166.54860234597734,0.0,0.0,0.0,0.0,0.0,0.0,-15399.86864
t44,9990.23067931485,5818.076124972432,-163.87656428738504,0.0,0.0,0.0,0.0,0.0,0.0,-15644.43024
t45,9990.230679345652,5273.9999781181905,-167.2963074636407,0.0,0.0,0.0,0.0,0.0,0.0,-15096.93435
t46,10046.250664519059,5285.383451390375,-182.0777459097037,0.0,0.0,0.0,0.0,0.0,0.0,-15149.55637
t47,9430.030826683094,5450.994801523308,-178.22733820633596,0.0,0.0,0.0,0.0,0.0,0.0,-14702.79829
t48,8234.937807748489,5719.932085666709,-173.25530341534346,0.0,0.0,0.0,0.0,0.0,0.0,-13781.61459
t49,7824.12458247422,5336.994505678968,-173.22273815321358,0.0,0.0,0.0,0.0,0.0,0.0,-12987.89635
t50,7488.004670892805,5140.925731420673,-168.06795231345535,0.0,0.0,0.0,0.0,0.0,0.0,-12460.86245
t51,6853.111504427231,5408.36232027143,-177.8059746988131,0.0,0.0,0.0,0.0,0.0,0.0,-12083.66785
t52,6927.804818154772,5101.382754223761,-172.81135237849787,0.0,0.0,0.0,0.0,0.0,0.0,-11856.37622
t53,7151.884759266605,4826.873792084997,-167.5816113515837,0.0,0.0,0.0,0.0,0.0,0.0,-11811.17694
t54,6462.392033521207,5376.865775656158,-154.20945917733948,0.0,0.0,0.0,0.0,0.0,0.0,-11685.04835
t55,10767.221745015067,610.1772506181422,-165.0419256332255,0.0,0.0,0.0,0.0,0.0,0.0,-11212.35707
t56,16957.995571324496,330.4537455816762,-6612.116446906137,0.0,0.0,0.0,0.0,0.0,0.0,-10676.33287
t57,18762.235675337513,0.00018474812323537342,-8550.67761008484,0.0,0.0,0.0,0.0,0.0,0.0,-10211.55825
t58,17852.039176537044,146.03174136128487,-8404.64681390024,0.0,0.0,0.0,0.0,0.0,0.0,-9593.424104
t59,17630.124503634008,161.4658389492855,-8389.212714585947,0.0,0.0,0.0,0.0,0.0,0.0,-9402.377628
t60,17969.202107109617,168.15626094031708,-8382.522294048747,0.0,0.0,0.0,0.0,0.0,0.0,-9754.836074
t61,18782.22765328209,146.40878507576332,-8404.269768358483,0.0,0.0,0.0,0.0,0.0,0.0,-10524.36667
t62,19696.694995012276,139.87731003269337,-8410.801245045195,0.0,0.0,0.0,0.0,0.0,0.0,-11425.77106
t63,19069.398754572023,324.21009504429185,-7441.507669616353,0.0,0.0,0.0,0.0,0.0,0.0,-11952.10118
t64,16956.544046233546,382.6882813184669,-4374.802287552342,0.0,0.0,0.0,0.0,0.0,0.0,-12964.43004
t65,15231.526366352873,204.36302886022435,-1157.888225213284,0.0,0.0,0.0,0.0,0.0,0.0,-14278.00117
t66,13885.708961006363,1926.6096856381264,-166.05228664470258,0.0,0.0,0.0,0.0,0.0,0.0,-15646.26636
t67,12373.231412762949,4331.311494458823,-169.17060722213978,0.0,0.0,0.0,0.0,0.0,0.0,-16535.3723
t68,11894.910178178101,4722.202710354272,-171.94916853248714,0.0,0.0,0.0,0.0,0.0,0.0,-16445.16372
t69,11894.910178201224,3959.3035128633715,-173.26089106469698,0.0,0.0,0.0,0.0,0.0,0.0,-15680.9528
t70,11540.11693827055,4339.963389785444,-169.74117805647217,0.0,0.0,0.0,0.0,0.0,0.0,-15710.33915
t71,10270.330605631178,4977.284086686776,-180.01471231777685,0.0,0.0,0.0,0.0,0.0,0.0,-15067.59998
t72,9392.684169917806,4927.606804741554,-176.3500546592896,0.0,0.0,0.0,0.0,0.0,0.0,-14143.94092
t73,8944.52428783763,4581.2860325811525,-174.37946041896845,0.0,0.0,0.0,0.0,0.0,0.0,-13351.43086
t74,8589.731047851155,4305.375916905603,-170.03841475667366,0.0,0.0,0.0,0.0,0.0,0.0,-12725.06855
t75,8944.52428789387,3539.0223277086734,-162.87687560260517,0.0,0.0,0.0,0.0,0.0,0.0,-12320.66974
t76,9374.010841521633,2954.9784610265015,-169.6235925482054,0.0,0.0,0.0,0.0,0.0,0.0,-12159.36571
t77,9859.517380501531,2456.4702076991443,-160.1207982007137,0.0,0.0,0.0,0.0,0.0,0.0,-12155.86679
t78,10589.1976149538,1698.465585297345,-134.18758025113584,0.0,0.0,0.0,0.0,0.0,0.0,-12153.47562
t79,14961.535407453892,305.7676803759783,-2979.6039778299273,0.0,0.0,0.0,0.0,0.0,0.0,-12287.69911
t80,20297.637449158727,0.00022081493068504363,-8127.084029975304,0.0,0.0,0.0,0.0,0.0,0.0,-12170.55364
t81,20397.036385186104,171.5088772568282,-8379.169682444644,0.0,0.0,0.0,0.0,0.0,0.0,-12189.37558
t82,20176.852136699978,247.54343653673342,-8303.135123237149,0.0,0.0,0.0,0.0,0.0,0.0,-12121.26045
t83,19922.38709419737,290.5736022087378,-8260.104956406092,0.0,0.0,0.0,0.0,0.0,0.0,-11952.85574
