Resource,QLD_coal,QLD_coal_ccs,QLD_CCGT,QLD_CCGT_CCS,QLD_OCGT,QLD_wind,QLD_solar,QLD_biomass,QLD_hydro,QLD_PHES,QLD_battery
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914962,-17.35812560573164
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914962,-17.358125605731644
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914962,-17.358125605731647
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914962,-17.35812560573165
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914962,-17.358125605731644
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914955,-17.358125605731605
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914955,-17.35812560573156
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914955,-15.91486916982208
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914955,-14.083432871010073
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914955,-5.998031791839631
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914948,4.933854483988665
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914948,4.933854483988673
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914948,4.933854483988676
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914948,4.933854483988676
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914948,4.9338544839886715
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914937,4.933854483988656
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914937,-13.994157909267017
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914937,-17.358125605731498
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914937,-17.35812560573152
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914937,-17.358125605731527
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914934,-17.35812560573153
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914934,-17.358125605731534
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914934,-17.358125605731537
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914934,-17.358125605731537
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914934,-17.358125605731537
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.93441571391493,-17.35812560573153
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.93441571391493,-17.358125605731527
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.93441571391493,-17.358125605731523
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.93441571391493,-17.358125605731516
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.93441571391493,-17.3581256057315
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914923,-14.784892551120794
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914923,-4.875195398716472
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914923,4.9338544839886955
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914923,4.933854483988704
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914923,4.933854483988707
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914913,4.933854483988713
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914913,4.933854483988712
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914913,4.933854483988709
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914913,4.933854483988701
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914913,4.933854483988675
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914905,-13.964297257504095
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914905,-17.35812560573147
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914905,-17.35812560573149
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914905,-17.358125605731498
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914905,-17.3581256057315
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9344157139149,-17.3581256057315
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9344157139149,-17.358125605731505
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9344157139149,-17.358125605731505
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9344157139149,-17.358125605731505
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.9344157139149,-17.3581256057315
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914895,-17.35812560573149
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914895,-17.358125605731487
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914895,-17.35812560573148
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914895,-17.358125605731452
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914895,-15.78996614183514
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914888,-4.8588503072355165
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914888,4.933854483988676
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914888,4.933854483988685
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.934415713914888,4.9338544839886875
