Region,Resource,Zone,Cluster,AnnualSum
QLD,QLD_coal,1,1,1.0950921447234073e9
QLD,QLD_coal_ccs,1,1,21.478245373398586
QLD,QLD_CCGT,1,1,2.6907664435147937e7
QLD,QLD_CCGT_CCS,1,1,14.598258685365632
QLD,QLD_OCGT,1,1,147.5732069118589
QLD,QLD_wind,1,1,3.388255954410024e8
QLD,QLD_solar,1,1,1.6605986955165394e7
QLD,QLD_biomass,1,1,80.62754951770862
QLD,QLD_hydro,1,1,0.0
QLD,QLD_PHES,1,1,4.734160560949987e8
QLD,QLD_battery,1,1,4.368811905634693e7
