Region,Resource,Zone,Cluster,AnnualSum
QLD,QLD_coal,1,1,1.0936141108361807e9
QLD,QLD_coal_ccs,1,1,0.5297182695460636
QLD,QLD_CCGT,1,1,2.732251437119036e7
QLD,QLD_CCGT_CCS,1,1,0.3925342323687923
QLD,QLD_OCGT,1,1,6.104261718498103
QLD,QLD_wind,1,1,3.5297584719621354e8
QLD,QLD_solar,1,1,2.4169985714986846e7
QLD,QLD_biomass,1,1,2.175300502290755
QLD,QLD_hydro,1,1,0.0
QLD,QLD_PHES,1,1,4.643947690919258e8
QLD,QLD_battery,1,1,4.2920063733420014e7
