Zone,1,Total
AnnualSum,42462.42758518152,42462.42758518152
t1,1.1978778075680736e-10,1.1978778075680736e-10
t2,1.19824490761288e-10,1.19824490761288e-10
t3,1.1991230705277673e-10,1.1991230705277673e-10
t4,1.2001399570199742e-10,1.2001399570199742e-10
t5,1.17060471858679e-10,1.17060471858679e-10
t6,1.1813620897251203e-10,1.1813620897251203e-10
t7,1.1926586151785174e-10,1.1926586151785174e-10
t8,1.1744092457190115e-10,1.1744092457190115e-10
t9,1.039764624133404e-10,1.039764624133404e-10
t10,8.858845808522706e-11,8.858845808522706e-11
t11,4.4096881245690676e-11,4.4096881245690676e-11
t12,3.5536132761445116e-11,3.5536132761445116e-11
t13,3.4380482383782784e-11,3.4380482383782784e-11
t14,3.440273649816999e-11,3.440273649816999e-11
t15,3.566281981071541e-11,3.566281981071541e-11
t16,4.4738340617854904e-11,4.4738340617854904e-11
t17,9.121049839641469e-11,9.121049839641469e-11
t18,1.1488286084671146e-10,1.1488286084671146e-10
t19,1.1893809998206124e-10,1.1893809998206124e-10
t20,1.196238496283147e-10,1.196238496283147e-10
t21,1.1971211542115994e-10,1.1971211542115994e-10
t22,1.1974359544846582e-10,1.1974359544846582e-10
t23,1.1974672236776363e-10,1.1974672236776363e-10
t24,1.1974720821055895e-10,1.1974720821055895e-10
t25,1.1975729772212052e-10,1.1975729772212052e-10
t26,1.1972330616786587e-10,1.1972330616786587e-10
t27,1.1972666296110028e-10,1.1972666296110028e-10
t28,1.1969857453644935e-10,1.1969857453644935e-10
t29,1.1956904634411232e-10,1.1956904634411232e-10
t30,1.1887354051125136e-10,1.1887354051125136e-10
t31,1.1467720919856344e-10,1.1467720919856344e-10
t32,9.095108147796988e-11,9.095108147796988e-11
t33,4.487344938234594e-11,4.487344938234594e-11
t34,3.567354877667721e-11,3.567354877667721e-11
t35,3.440502330101391e-11,3.440502330101391e-11
t36,3.419843360029971e-11,3.419843360029971e-11
t37,3.420846783815043e-11,3.420846783815043e-11
t38,3.4376841087749814e-11,3.4376841087749814e-11
t39,3.5640170032995686e-11,3.5640170032995686e-11
t40,4.474879864359422e-11,4.474879864359422e-11
t41,9.121092731659114e-11,9.121092731659114e-11
t42,1.1489588963183148e-10,1.1489588963183148e-10
t43,1.1894985787685573e-10,1.1894985787685573e-10
t44,1.1962010946570313e-10,1.1962010946570313e-10
t45,1.1974974387959265e-10,1.1974974387959265e-10
t46,1.197393994960624e-10,1.197393994960624e-10
t47,1.1975169476461638e-10,1.1975169476461638e-10
t48,1.1975063151497515e-10,1.1975063151497515e-10
t49,1.1974923644930502e-10,1.1974923644930502e-10
t50,1.1975870160734623e-10,1.1975870160734623e-10
t51,1.1971813064061113e-10,1.1971813064061113e-10
t52,1.1970273389184148e-10,1.1970273389184148e-10
t53,1.1957443045159938e-10,1.1957443045159938e-10
t54,1.1887412781776565e-10,1.1887412781776565e-10
t55,1.1475310192979303e-10,1.1475310192979303e-10
t56,9.089750195084277e-11,9.089750195084277e-11
t57,4.493738795949843e-11,4.493738795949843e-11
t58,3.567803906078751e-11,3.567803906078751e-11
t59,3.440823063836119e-11,3.440823063836119e-11
t60,3.440461726536332e-11,3.440461726536332e-11
t61,3.549885321085193e-11,3.549885321085193e-11
t62,4.385866559272094e-11,4.385866559272094e-11
t63,8.821294784330608e-11,8.821294784330608e-11
t64,1.0206238042847786e-10,1.0206238042847786e-10
t65,1.0713277631246924e-10,1.0713277631246924e-10
t66,1.1791520589661587e-10,1.1791520589661587e-10
t67,1.1944396988259819e-10,1.1944396988259819e-10
t68,1.197012130107151e-10,1.197012130107151e-10
t69,1.197529435594934e-10,1.197529435594934e-10
t70,1.1977755886644434e-10,1.1977755886644434e-10
t71,1.1973938116814456e-10,1.1973938116814456e-10
t72,1.1974755535197767e-10,1.1974755535197767e-10
t73,1.1974628851924668e-10,1.1974628851924668e-10
t74,1.1974230474145787e-10,1.1974230474145787e-10
t75,1.1973594735486497e-10,1.1973594735486497e-10
t76,1.1958935165230454e-10,1.1958935165230454e-10
t77,1.1892925223289022e-10,1.1892925223289022e-10
t78,1.1485147315938583e-10,1.1485147315938583e-10
t79,9.123475926948833e-11,9.123475926948833e-11
t80,4.5529853401189534e-11,4.5529853401189534e-11
t81,3.5726038781174956e-11,3.5726038781174956e-11
t82,3.4378050682797245e-11,3.4378050682797245e-11
t83,3.4199830413625004e-11,3.4199830413625004e-11
t84,3.418312445313158e-11,3.418312445313158e-11
t85,3.4213443271504815e-11,3.4213443271504815e-11
t86,3.435110774154551e-11,3.435110774154551e-11
t87,3.562020411636625e-11,3.562020411636625e-11
t88,4.4753556604448233e-11,4.4753556604448233e-11
t89,9.12272475533344e-11,9.12272475533344e-11
t90,1.1494854989495362e-10,1.1494854989495362e-10
t91,1.1896560771815462e-10,1.1896560771815462e-10
t92,1.1964156598407483e-10,1.1964156598407483e-10
t93,1.197540486362525e-10,1.197540486362525e-10
t94,1.1977225522395443e-10,1.1977225522395443e-10
t95,1.1978387859721145e-10,1.1978387859721145e-10
t96,1.1974997033998658e-10,1.1974997033998658e-10
t97,1.1975396463259903e-10,1.1975396463259903e-10
t98,1.1975021170470264e-10,1.1975021170470264e-10
t99,1.1973776941942037e-10,1.1973776941942037e-10
t100,1.1969250123432465e-10,1.1969250123432465e-10
t101,1.1932431618953233e-10,1.1932431618953233e-10
t102,1.1735984886280093e-10,1.1735984886280093e-10
t103,1.0403764683517237e-10,1.0403764683517237e-10
t104,8.855325830946524e-11,8.855325830946524e-11
t105,4.417452541700124e-11,4.417452541700124e-11
t106,3.553302619148042e-11,3.553302619148042e-11
t107,3.43535840180385e-11,3.43535840180385e-11
t108,3.4214502176196707e-11,3.4214502176196707e-11
t109,3.43540364302571e-11,3.43540364302571e-11
t110,3.5536145495897115e-11,3.5536145495897115e-11
t111,4.398608914347368e-11,4.398608914347368e-11
t112,8.888786125382575e-11,8.888786125382575e-11
t113,1.0424388386637285e-10,1.0424388386637285e-10
t114,1.178927267216464e-10,1.178927267216464e-10
t115,1.2197075745782538e-10,1.2197075745782538e-10
t116,0.7761687930703365,0.7761687930703365
t117,1.2643777086696278e-10,1.2643777086696278e-10
t118,1.2055476629059063e-10,1.2055476629059063e-10
t119,1.1995412036289642e-10,1.1995412036289642e-10
t120,1.1984068653951136e-10,1.1984068653951136e-10
t121,1.1977592550452058e-10,1.1977592550452058e-10
t122,1.197745346587758e-10,1.197745346587758e-10
t123,1.197725516062488e-10,1.197725516062488e-10
t124,1.1976152579443936e-10,1.1976152579443936e-10
t125,1.1970840509637277e-10,1.1970840509637277e-10
t126,1.1933372904441685e-10,1.1933372904441685e-10
t127,1.173218771483347e-10,1.173218771483347e-10
t128,1.0395338420999603e-10,1.0395338420999603e-10
t129,8.848820499011871e-11,8.848820499011871e-11
t130,4.413197511700788e-11,4.413197511700788e-11
t131,3.5534757273111747e-11,3.5534757273111747e-11
t132,3.435367048516761e-11,3.435367048516761e-11
t133,3.437309957064522e-11,3.437309957064522e-11
t134,3.5516559956964974e-11,3.5516559956964974e-11
t135,4.396565254916309e-11,4.396565254916309e-11
t136,8.880993828010998e-11,8.880993828010998e-11
t137,1.0405188448773802e-10,1.0405188448773802e-10
t138,1.173589723175494e-10,1.173589723175494e-10
t139,1.1933279806078068e-10,1.1933279806078068e-10
t140,1.196845377926147e-10,1.196845377926147e-10
t141,1.1971334753713551e-10,1.1971334753713551e-10
t142,1.1973612308325868e-10,1.1973612308325868e-10
t143,1.197399011123974e-10,1.197399011123974e-10
t144,1.197404460206798e-10,1.197404460206798e-10
t145,1.1974974686752782e-10,1.1974974686752782e-10
t146,1.1970815763048113e-10,1.1970815763048113e-10
t147,1.1971405186594556e-10,1.1971405186594556e-10
t148,1.1969918759242884e-10,1.1969918759242884e-10
t149,1.1963548928072516e-10,1.1963548928072516e-10
t150,1.19316498271492e-10,1.19316498271492e-10
t151,1.173255393294329e-10,1.173255393294329e-10
t152,1.040886607706335e-10,1.040886607706335e-10
t153,8.886434071006805e-11,8.886434071006805e-11
t154,4.47411603893965e-11,4.47411603893965e-11
t155,3.561786058760917e-11,3.561786058760917e-11
t156,3.4319505895753016e-11,3.4319505895753016e-11
t157,3.4315778134259255e-11,3.4315778134259255e-11
t158,3.543729816067862e-11,3.543729816067862e-11
t159,4.382626743308343e-11,4.382626743308343e-11
t160,8.829278459548605e-11,8.829278459548605e-11
t161,1.0213483899848951e-10,1.0213483899848951e-10
t162,1.0713063147845717e-10,1.0713063147845717e-10
t163,1.1787558868744044e-10,1.1787558868744044e-10
t164,1.19373750580457e-10,1.19373750580457e-10
t165,1.196044294973558e-10,1.196044294973558e-10
t166,1.1939772795572283e-10,1.1939772795572283e-10
t167,1.1807382280329015e-10,1.1807382280329015e-10
t168,1.0808008887070156e-10,1.0808008887070156e-10
t169,1.0626730351279895e-10,1.0626730351279895e-10
t170,1.0586345903424743e-10,1.0586345903424743e-10
t171,1.0572035053422381e-10,1.0572035053422381e-10
t172,1.0564938443127129e-10,1.0564938443127129e-10
t173,1.0544425977809809e-10,1.0544425977809809e-10
t174,1.0467030449000351e-10,1.0467030449000351e-10
t175,1.0142604298035442e-10,1.0142604298035442e-10
t176,8.786180665901571e-11,8.786180665901571e-11
t177,4.3927026329940064e-11,4.3927026329940064e-11
t178,3.54934525151785e-11,3.54934525151785e-11
t179,3.433352815993016e-11,3.433352815993016e-11
t180,3.4214735978556995e-11,3.4214735978556995e-11
t181,3.4298032896078226e-11,3.4298032896078226e-11
t182,3.5474350711784515e-11,3.5474350711784515e-11
t183,4.385777010134003e-11,4.385777010134003e-11
t184,8.831495686180406e-11,8.831495686180406e-11
t185,1.0219933183376254e-10,1.0219933183376254e-10
t186,1.0716156396169216e-10,1.0716156396169216e-10
t187,1.1793590474122277e-10,1.1793590474122277e-10
t188,1.1943497170217553e-10,1.1943497170217553e-10
t189,1.1968865606668392e-10,1.1968865606668392e-10
t190,1.1974640044406955e-10,1.1974640044406955e-10
t191,1.1971791125038748e-10,1.1971791125038748e-10
t192,1.1972648390250583e-10,1.1972648390250583e-10
t193,1.1972500797667878e-10,1.1972500797667878e-10
t194,1.197218854765384e-10,1.197218854765384e-10
t195,1.1972599244260108e-10,1.1972599244260108e-10
t196,1.1966812591768972e-10,1.1966812591768972e-10
t197,1.1955675250223495e-10,1.1955675250223495e-10
t198,1.1887120247784232e-10,1.1887120247784232e-10
t199,1.1476925692006302e-10,1.1476925692006302e-10
t200,9.117690684941744e-11,9.117690684941744e-11
t201,4.5470497065565025e-11,4.5470497065565025e-11
t202,3.5728840583691706e-11,3.5728840583691706e-11
t203,3.4395938363821246e-11,3.4395938363821246e-11
t204,3.4232201192704653e-11,3.4232201192704653e-11
t205,3.4369124157738016e-11,3.4369124157738016e-11
t206,3.5501770351182186e-11,3.5501770351182186e-11
t207,4.3972954711270976e-11,4.3972954711270976e-11
t208,8.883606074179133e-11,8.883606074179133e-11
t209,1.0409194013710504e-10,1.0409194013710504e-10
t210,1.1741509603486807e-10,1.1741509603486807e-10
t211,1.1933892762477767e-10,1.1933892762477767e-10
t212,1.196820350420952e-10,1.196820350420952e-10
t213,1.197381097459939e-10,1.197381097459939e-10
t214,1.197473152435244e-10,1.197473152435244e-10
t215,1.1976295082612843e-10,1.1976295082612843e-10
t216,1.19720768147669e-10,1.19720768147669e-10
t217,1.1972848495056987e-10,1.1972848495056987e-10
t218,1.1972563763160577e-10,1.1972563763160577e-10
t219,1.197214994344331e-10,1.197214994344331e-10
t220,1.1972098635247602e-10,1.1972098635247602e-10
t221,1.1963372316261013e-10,1.1963372316261013e-10
t222,1.1937988010277007e-10,1.1937988010277007e-10
t223,1.1783881317925444e-10,1.1783881317925444e-10
t224,1.0698302833642491e-10,1.0698302833642491e-10
t225,1.0182751367783246e-10,1.0182751367783246e-10
t226,8.790331813540305e-11,8.790331813540305e-11
t227,4.397133911648586e-11,4.397133911648586e-11
t228,3.5701250099285236e-11,3.5701250099285236e-11
t229,3.567680186289657e-11,3.567680186289657e-11
t230,4.39837739549477e-11,4.39837739549477e-11
t231,8.866043465545282e-11,8.866043465545282e-11
t232,1.0400063217675571e-10,1.0400063217675571e-10
t233,1.173367570245241e-10,1.173367570245241e-10
t234,1.1933455681702783e-10,1.1933455681702783e-10
t235,1.1970183091935435e-10,1.1970183091935435e-10
t236,1.197423788912863e-10,1.197423788912863e-10
t237,1.197710794192669e-10,1.197710794192669e-10
t238,1.1977214529224798e-10,1.1977214529224798e-10
t239,1.197689241908123e-10,1.197689241908123e-10
t240,1.1978245957025777e-10,1.1978245957025777e-10
t241,1.1974613060759112e-10,1.1974613060759112e-10
t242,1.1975447102443642e-10,1.1975447102443642e-10
t243,1.197505252010182e-10,1.197505252010182e-10
t244,1.1972741374051169e-10,1.1972741374051169e-10
t245,1.1961464303956158e-10,1.1961464303956158e-10
t246,1.1888864767151147e-10,1.1888864767151147e-10
t247,1.1475363901598386e-10,1.1475363901598386e-10
t248,9.099806718625141e-11,9.099806718625141e-11
t249,4.4897183930002585e-11,4.4897183930002585e-11
t250,3.567746824013379e-11,3.567746824013379e-11
t251,3.436232065960259e-11,3.436232065960259e-11
t252,3.422430305562589e-11,3.422430305562589e-11
t253,3.436391893555773e-11,3.436391893555773e-11
t254,3.553617430406058e-11,3.553617430406058e-11
t255,4.4022723866425236e-11,4.4022723866425236e-11
t256,8.876095102494928e-11,8.876095102494928e-11
t257,1.0410483554543356e-10,1.0410483554543356e-10
t258,1.173775015820544e-10,1.173775015820544e-10
t259,1.1934397323926105e-10,1.1934397323926105e-10
t260,1.1969010162034568e-10,1.1969010162034568e-10
t261,1.1971434419466046e-10,1.1971434419466046e-10
t262,1.1973754108099844e-10,1.1973754108099844e-10
t263,1.1974380604300425e-10,1.1974380604300425e-10
t264,1.1974665695417567e-10,1.1974665695417567e-10
t265,1.1975745105701835e-10,1.1975745105701835e-10
t266,1.197059518607872e-10,1.197059518607872e-10
t267,1.1970890993317624e-10,1.1970890993317624e-10
t268,1.1968210544947533e-10,1.1968210544947533e-10
t269,1.1955556206951782e-10,1.1955556206951782e-10
t270,1.1887120618159852e-10,1.1887120618159852e-10
t271,1.1468609704251748e-10,1.1468609704251748e-10
t272,9.09592742251464e-11,9.09592742251464e-11
t273,4.4857667648365275e-11,4.4857667648365275e-11
t274,3.5655697377230316e-11,3.5655697377230316e-11
t275,3.4393487583578456e-11,3.4393487583578456e-11
t276,3.419903455091861e-11,3.419903455091861e-11
t277,3.420758131691784e-11,3.420758131691784e-11
t278,3.4375042449847154e-11,3.4375042449847154e-11
t279,3.562962533435881e-11,3.562962533435881e-11
t280,4.4725763105954386e-11,4.4725763105954386e-11
t281,9.120030879985507e-11,9.120030879985507e-11
t282,1.1488311232090911e-10,1.1488311232090911e-10
t283,1.1893735262353392e-10,1.1893735262353392e-10
t284,1.1961024714171086e-10,1.1961024714171086e-10
t285,1.197423622943033e-10,1.197423622943033e-10
t286,1.1971935041546907e-10,1.1971935041546907e-10
t287,1.1973488790411825e-10,1.1973488790411825e-10
t288,1.1973815690058024e-10,1.1973815690058024e-10
t289,1.1973934831049944e-10,1.1973934831049944e-10
t290,1.1975025998752717e-10,1.1975025998752717e-10
t291,1.1969241791248325e-10,1.1969241791248325e-10
t292,1.196759400578036e-10,1.196759400578036e-10
t293,1.195493903513885e-10,1.195493903513885e-10
t294,1.1885380281180433e-10,1.1885380281180433e-10
t295,1.1470399597334552e-10,1.1470399597334552e-10
t296,9.090223129566357e-11,9.090223129566357e-11
t297,4.4848562622911755e-11,4.4848562622911755e-11
t298,3.563638620978112e-11,3.563638620978112e-11
t299,3.4368241412939715e-11,3.4368241412939715e-11
t300,3.4210217795004114e-11,3.4210217795004114e-11
t301,3.4196399257289946e-11,3.4196399257289946e-11
t302,3.4347220887794134e-11,3.4347220887794134e-11
t303,3.5497716051799646e-11,3.5497716051799646e-11
t304,4.393259384562831e-11,4.393259384562831e-11
t305,8.88302684353311e-11,8.88302684353311e-11
t306,1.0399380765601222e-10,1.0399380765601222e-10
t307,1.1728127354910768e-10,1.1728127354910768e-10
t308,1.1916801120070166e-10,1.1916801120070166e-10
t309,1.188734964433565e-10,1.188734964433565e-10
t310,1.1425414163962692e-10,1.1425414163962692e-10
t311,1.0738959732147635e-10,1.0738959732147635e-10
t312,1.0609729874586195e-10,1.0609729874586195e-10
t313,1.0580368036450889e-10,1.0580368036450889e-10
t314,1.0573733852500752e-10,1.0573733852500752e-10
t315,1.0574113508870441e-10,1.0574113508870441e-10
t316,1.0575231518646481e-10,1.0575231518646481e-10
t317,1.0605115055831954e-10,1.0605115055831954e-10
t318,1.0842633965868522e-10,1.0842633965868522e-10
t319,8.96811636796151e-11,8.96811636796151e-11
t320,4.498722415881549e-11,4.498722415881549e-11
t321,3.5650822664547376e-11,3.5650822664547376e-11
t322,3.437094845986093e-11,3.437094845986093e-11
t323,3.4201643171143004e-11,3.4201643171143004e-11
t324,3.418381953264216e-11,3.418381953264216e-11
t325,3.420759565963621e-11,3.420759565963621e-11
t326,3.435904198564701e-11,3.435904198564701e-11
t327,3.560908069246354e-11,3.560908069246354e-11
t328,4.4693845401647575e-11,4.4693845401647575e-11
t329,9.11664132507803e-11,9.11664132507803e-11
t330,1.1483439320169564e-10,1.1483439320169564e-10
t331,1.1886655939438954e-10,1.1886655939438954e-10
t332,1.1956670694015576e-10,1.1956670694015576e-10
t333,1.196944823556142e-10,1.196944823556142e-10
t334,1.1972316709110112e-10,1.1972316709110112e-10
t335,1.1974436855126227e-10,1.1974436855126227e-10
t336,1.196961676914086e-10,1.196961676914086e-10
t337,1.1970846381529133e-10,1.1970846381529133e-10
t338,1.1971018700225231e-10,1.1971018700225231e-10
t339,1.1970279929383606e-10,1.1970279929383606e-10
t340,1.1965716752960927e-10,1.1965716752960927e-10
t341,1.192666922842798e-10,1.192666922842798e-10
t342,1.1728519964960876e-10,1.1728519964960876e-10
t343,1.0392351739985176e-10,1.0392351739985176e-10
t344,8.868652183570801e-11,8.868652183570801e-11
t345,4.45768681236546e-11,4.45768681236546e-11
t346,3.5583683659690014e-11,3.5583683659690014e-11
t347,3.4367002528059225e-11,3.4367002528059225e-11
t348,3.423429607853985e-11,3.423429607853985e-11
t349,3.4413935514276964e-11,3.4413935514276964e-11
t350,3.5917273666615905e-11,3.5917273666615905e-11
t351,4.6752613011948724e-11,4.6752613011948724e-11
t352,9.716970048973343e-11,9.716970048973343e-11
t353,0.21671122981706656,0.21671122981706656
t354,4.430228293435339,4.430228293435339
t355,8.294892722415565,8.294892722415565
t356,9.394410495483566,9.394410495483566
t357,9.639633907117208,9.639633907117208
t358,9.192200674186266,9.192200674186266
t359,8.65033790473626,8.65033790473626
t360,8.13006757386776,8.13006757386776
t361,7.897219228291773,7.897219228291773
t362,8.075473003715327,8.075473003715327
t363,8.352377315864848,8.352377315864848
t364,8.707628969954257,8.707628969954257
t365,9.0445819591653,9.0445819591653
t366,8.87620336270924,8.87620336270924
t367,6.61422033822774,6.61422033822774
t368,1.5010526473753671,1.5010526473753671
t369,1.4262369508098516e-10,1.4262369508098516e-10
t370,1.4153384577287441e-10,1.4153384577287441e-10
t371,1.318040703880478e-10,1.318040703880478e-10
t372,6.129084615448711e-11,6.129084615448711e-11
t373,5.7107286406660634e-11,5.7107286406660634e-11
t374,1.1040419199371554e-10,1.1040419199371554e-10
t375,1.4146830493252703e-10,1.4146830493252703e-10
t376,1.425497888477819e-10,1.425497888477819e-10
t377,3.520756422658341,3.520756422658341
t378,9.407563694426011,9.407563694426011
t379,11.130845683246708,11.130845683246708
t380,11.634189147956702,11.634189147956702
t381,11.700073057671782,11.700073057671782
t382,11.359911134605635,11.359911134605635
t383,10.925834202486937,10.925834202486937
t384,10.637508750555352,10.637508750555352
t385,10.61343242341657,10.61343242341657
t386,10.751758758466726,10.751758758466726
t387,10.782970269248615,10.782970269248615
t388,10.821494868480402,10.821494868480402
t389,10.903294256262937,10.903294256262937
t390,10.885844668268597,10.885844668268597
t391,9.635011741309103,9.635011741309103
t392,4.030147953870735,4.030147953870735
t393,1.4268069814095956e-10,1.4268069814095956e-10
t394,1.423151747329072e-10,1.423151747329072e-10
t395,1.4229670860209621e-10,1.4229670860209621e-10
t396,1.4227514821786191e-10,1.4227514821786191e-10
t397,1.4228204898842207e-10,1.4228204898842207e-10
t398,1.4228118014478355e-10,1.4228118014478355e-10
t399,1.4230693197073366e-10,1.4230693197073366e-10
t400,1.4267558910368952e-10,1.4267558910368952e-10
t401,5.520288687651695,5.520288687651695
t402,10.097822747969063,10.097822747969063
t403,11.050238865117237,11.050238865117237
t404,11.233073355196815,11.233073355196815
t405,11.170474721484416,11.170474721484416
t406,11.147835813748266,11.147835813748266
t407,10.805674872865378,10.805674872865378
t408,10.651689011198252,10.651689011198252
t409,10.575246577074893,10.575246577074893
t410,10.437722229990174,10.437722229990174
t411,10.436495273449689,10.436495273449689
t412,10.417070905669426,10.417070905669426
t413,10.478907738387601,10.478907738387601
t414,10.393632036122527,10.393632036122527
t415,8.372685252101641,8.372685252101641
t416,2.6563083074874565,2.6563083074874565
t417,1.4267128809690354e-10,1.4267128809690354e-10
t418,1.4229400806706757e-10,1.4229400806706757e-10
t419,1.422406920233809e-10,1.422406920233809e-10
t420,1.397910336210196e-10,1.397910336210196e-10
t421,1.4232251529656758e-10,1.4232251529656758e-10
