Resource,QLD_coal,QLD_coal_ccs,QLD_CCGT,QLD_CCGT_CCS,QLD_OCGT,QLD_wind,QLD_solar,QLD_biomass,QLD_hydro,QLD_PHES,QLD_battery
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91436.12125787228,4101.841609814146
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84750.9478447627,3942.009717264764
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77970.65630993448,3495.3432369436464
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71161.32930559415,2570.70672977034
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64377.806954822,1397.2312779111119
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57632.443037790326,265.84564619913465
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52328.48633622806,158.06616372957987
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50962.82836890989,8.186007651954753e-8
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52307.60222141251,1.0585732292500668e-7
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55973.87817629363,2.3962030769545893e-8
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61225.817618442605,1216.7683664810388
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66477.75706059273,2082.931195413462
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71729.69650274128,2922.317515059468
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76981.6359448904,3756.928587876954
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82233.57538703954,4577.8638947826
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87485.51482918859,5209.000932812073
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90366.71443970449,5209.000932864668
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89907.05407036611,4725.206180664915
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86469.59049441168,4266.376864343279
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81648.47531225077,3867.3454328189214
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77136.71086484444,3541.18168943076
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72928.46488750087,3246.4634287002605
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68522.2290608594,2958.938268029609
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64573.51390784108,2684.422385606496
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60109.71461512769,2396.427446586995
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55310.74902696914,2084.766725544293
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50770.51730987068,1760.9533812402533
