Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,12496.62587
,,,,,,,,2,12145.00995
,,,,,,,,3,11798.67443
,,,,,,,,4,11720.56376
,,,,,,,,5,11655.2046
,,,,,,,,6,11615.35004
,,,,,,,,7,11492.34762
,,,,,,,,8,11226.12787
,,,,,,,,9,11310.00602
,,,,,,,,10,11392.33412
,,,,,,,,11,11487.51541
,,,,,,,,12,11869.39977
,,,,,,,,13,11808.47601
,,,,,,,,14,11723.59461
,,,,,,,,15,12345.49281
,,,,,,,,16,12511.81332
,,,,,,,,17,13193.8636
,,,,,,,,18,14069.59912
,,,,,,,,19,14758.7661
,,,,,,,,20,15013.41865
,,,,,,,,21,14491.34293
,,,,,,,,22,13836.85112
,,,,,,,,23,13425.19814
,,,,,,,,24,12848.10725
,,,,,,,,25,12196.89728
,,,,,,,,26,11747.05098
,,,,,,,,27,11496.55986
,,,,,,,,28,11451.03857
,,,,,,,,29,11362.44278
,,,,,,,,30,11279.09454
,,,,,,,,31,10703.66211
,,,,,,,,32,10019.71164
,,,,,,,,33,9667.501439
,,,,,,,,34,9703.51803
,,,,,,,,35,10144.55457
,,,,,,,,36,10736.84714
,,,,,,,,37,10853.31431
,,,,,,,,38,10233.35533
,,,,,,,,39,11883.19345
,,,,,,,,40,12517.57421
,,,,,,,,41,13460.891
,,,,,,,,42,14765.49462
,,,,,,,,43,15503.92139
,,,,,,,,44,15739.21965
,,,,,,,,45,15206.54925
,,,,,,,,46,14350.73237
,,,,,,,,47,13910.74979
,,,,,,,,48,13066.12185
,,,,,,,,49,12316.18412
,,,,,,,,50,11945.94922
,,,,,,,,51,11662.72672
,,,,,,,,52,11560.37421
,,,,,,,,53,11628.68628
,,,,,,,,54,11614.40983
,,,,,,,,55,11228.00225
,,,,,,,,56,10592.00499
,,,,,,,,57,9968.802732
,,,,,,,,58,9594.523674
,,,,,,,,59,10059.43808
,,,,,,,,60,10743.65394
,,,,,,,,61,11728.65081
,,,,,,,,62,12378.00074
,,,,,,,,63,12367.7683
