Region,Resource,Zone,Cluster,AnnualSum
QLD,QLD_coal,1,1,1.1000762406619325e9
QLD,QLD_coal_ccs,1,1,9.125560477248918
QLD,QLD_CCGT,1,1,2.132768690951634e7
QLD,QLD_CCGT_CCS,1,1,6.486289920697832
QLD,QLD_OCGT,1,1,84.16385443560915
QLD,QLD_wind,1,1,2.3710290747922847e8
QLD,QLD_solar,1,1,-5.639577705179504e7
QLD,QLD_biomass,1,1,37.612846426127874
QLD,QLD_hydro,1,1,0.0
QLD,QLD_PHES,1,1,4.482241183079795e8
QLD,QLD_battery,1,1,3.581184601906022e7
