Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,12973.62777
,,,,,,,,2,12505.83203
,,,,,,,,3,12087.08284
,,,,,,,,4,11876.90321
,,,,,,,,5,11705.88404
,,,,,,,,6,11563.75099
,,,,,,,,7,11363.01094
,,,,,,,,8,11368.10152
,,,,,,,,9,11790.7587
,,,,,,,,10,11727.37386
,,,,,,,,11,11095.88732
,,,,,,,,12,11197.11549
,,,,,,,,13,10806.98705
,,,,,,,,14,10903.15466
,,,,,,,,15,12049.22598
,,,,,,,,16,12463.99728
,,,,,,,,17,13171.24455
,,,,,,,,18,13974.4775
,,,,,,,,19,14570.40704
,,,,,,,,20,14874.51449
,,,,,,,,21,14353.71599
,,,,,,,,22,14480.00687
,,,,,,,,23,14005.26599
,,,,,,,,24,13327.357
,,,,,,,,25,12673.89919
,,,,,,,,26,12107.87307
,,,,,,,,27,11784.96827
,,,,,,,,28,11607.37803
,,,,,,,,29,11413.12222
,,,,,,,,30,11227.49548
,,,,,,,,31,10574.32543
,,,,,,,,32,10161.68529
,,,,,,,,33,10148.25412
,,,,,,,,34,10038.55777
,,,,,,,,35,9752.926481
,,,,,,,,36,10064.56286
,,,,,,,,37,9851.825342
,,,,,,,,38,9412.915383
,,,,,,,,39,11586.92662
,,,,,,,,40,12469.75817
,,,,,,,,41,13438.27195
,,,,,,,,42,14670.373
,,,,,,,,43,15315.56233
,,,,,,,,44,15600.31548
,,,,,,,,45,15068.92231
,,,,,,,,46,14993.88812
,,,,,,,,47,14490.81764
,,,,,,,,48,13545.3716
,,,,,,,,49,12787.46924
,,,,,,,,50,12306.20008
,,,,,,,,51,11948.47485
,,,,,,,,52,11718.89095
,,,,,,,,53,11680.25878
,,,,,,,,54,11559.3539
,,,,,,,,55,11103.43495
,,,,,,,,56,10737.48887
,,,,,,,,57,10458.517
,,,,,,,,58,9935.799907
,,,,,,,,59,9672.564321
,,,,,,,,60,10074.86116
,,,,,,,,61,10733.59319
,,,,,,,,62,11559.66089
,,,,,,,,63,12072.30164
,,,,,,,,64,13051.30759
,,,,,,,,65,14276.75315
,,,,,,,,66,15608.53685
,,,,,,,,67,16451.3998
,,,,,,,,68,16401.76834
,,,,,,,,69,15653.19938
,,,,,,,,70,15555.13759
,,,,,,,,71,14855.76957
,,,,,,,,72,13907.47753
,,,,,,,,73,13151.00375
,,,,,,,,74,12570.40617
,,,,,,,,75,12185.47674
,,,,,,,,76,12021.88044
,,,,,,,,77,12024.94863
,,,,,,,,78,12027.78116
,,,,,,,,79,12178.77699
,,,,,,,,80,12231.70963
,,,,,,,,81,12436.33433
,,,,,,,,82,12463.63625
,,,,,,,,83,12223.04243
,,,,,,,,84,12555.34757
,,,,,,,,85,13027.87861
,,,,,,,,86,13764.79687
,,,,,,,,87,14642.94634
,,,,,,,,88,15962.78938
,,,,,,,,89,16712.01169
,,,,,,,,90,17912.88644
,,,,,,,,91,18309.96216
,,,,,,,,92,18108.00277
,,,,,,,,93,17301.0874
,,,,,,,,94,16853.2341
,,,,,,,,95,15739.55675
,,,,,,,,96,14663.12662
,,,,,,,,97,13810.19444
,,,,,,,,98,13136.22938
,,,,,,,,99,12760.94143
,,,,,,,,100,12471.77613
,,,,,,,,101,12461.5588
,,,,,,,,102,12588.42095
,,,,,,,,103,12754.04687
,,,,,,,,104,13106.43454
,,,,,,,,105,13474.26188
,,,,,,,,106,13544.36695
,,,,,,,,107,12844.88821
,,,,,,,,108,12471.10845
,,,,,,,,109,12930.34004
,,,,,,,,110,13694.91302
,,,,,,,,111,14877.03995
,,,,,,,,112,16165.72339
,,,,,,,,113,17044.22657
,,,,,,,,114,17431.51108
,,,,,,,,115,17812.54258
,,,,,,,,116,17673.11114
,,,,,,,,117,16912.02894
,,,,,,,,118,16783.66333
,,,,,,,,119,15838.25724
,,,,,,,,120,14822.64522
,,,,,,,,121,13953.95582
,,,,,,,,122,13229.37248
,,,,,,,,123,12884.571
,,,,,,,,124,12662.6735
,,,,,,,,125,12675.27013
,,,,,,,,126,12912.34238
,,,,,,,,127,13093.07672
,,,,,,,,128,13452.91946
,,,,,,,,129,13704.80016
,,,,,,,,130,13761.56229
,,,,,,,,131,13367.97262
,,,,,,,,132,13085.61397
,,,,,,,,133,13378.24935
,,,,,,,,134,14310.6222
,,,,,,,,135,14793.0026
,,,,,,,,136,15544.66381
,,,,,,,,137,16877.89823
,,,,,,,,138,17528.16082
,,,,,,,,139,17714.36565
,,,,,,,,140,17544.98001
,,,,,,,,141,16947.50747
,,,,,,,,142,16638.57653
,,,,,,,,143,15866.48595
,,,,,,,,144,14826.01617
,,,,,,,,145,14053.69821
,,,,,,,,146,13457.91915
,,,,,,,,147,13099.77995
,,,,,,,,148,12869.90904
,,,,,,,,149,12923.92425
,,,,,,,,150,13174.1568
,,,,,,,,151,13705.49147
,,,,,,,,152,14226.03734
,,,,,,,,153,14859.2901
,,,,,,,,154,14662.04597
,,,,,,,,155,14272.33864
,,,,,,,,156,14071.94397
,,,,,,,,157,14237.3788
,,,,,,,,158,14749.23267
,,,,,,,,159,15553.9186
,,,,,,,,160,16236.35692
,,,,,,,,161,16711.88819
,,,,,,,,162,16896.61441
,,,,,,,,163,16850.84944
,,,,,,,,164,16631.94134
,,,,,,,,165,16189.04925
,,,,,,,,166,16202.10552
,,,,,,,,167,15477.50403
,,,,,,,,168,14602.00064
,,,,,,,,169,13796.55637
,,,,,,,,170,13261.08628
,,,,,,,,171,12878.18264
,,,,,,,,172,12675.50504
,,,,,,,,173,12556.34955
,,,,,,,,174,12563.04996
,,,,,,,,175,12738.21155
,,,,,,,,176,13093.84507
,,,,,,,,177,13813.60386
,,,,,,,,178,13828.92859
,,,,,,,,179,13204.57185
,,,,,,,,180,12881.2839
,,,,,,,,181,12982.36364
,,,,,,,,182,13644.58927
,,,,,,,,183,14508.38735
,,,,,,,,184,15083.64435
,,,,,,,,185,15716.01047
,,,,,,,,186,15951.2077
,,,,,,,,187,16290.48536
,,,,,,,,188,16384.45942
,,,,,,,,189,15889.5171
,,,,,,,,190,15960.84469
,,,,,,,,191,15204.94204
,,,,,,,,192,14327.60916
,,,,,,,,193,13643.28918
,,,,,,,,194,13046.41655
,,,,,,,,195,12700.83694
,,,,,,,,196,12460.11519
,,,,,,,,197,12299.55155
,,,,,,,,198,12158.40822
,,,,,,,,199,11897.11793
,,,,,,,,200,11825.57405
,,,,,,,,201,12232.23396
,,,,,,,,202,12022.17077
,,,,,,,,203,11689.48351
,,,,,,,,204,11496.02956
,,,,,,,,205,11897.04962
,,,,,,,,206,12615.12216
,,,,,,,,207,13753.66187
,,,,,,,,208,14824.22682
,,,,,,,,209,15735.90746
,,,,,,,,210,16473.02409
,,,,,,,,211,16867.12588
,,,,,,,,212,16884.78553
,,,,,,,,213,16455.02547
,,,,,,,,214,16149.72957
,,,,,,,,215,15194.24821
,,,,,,,,216,14194.38507
,,,,,,,,217,13387.29075
,,,,,,,,218,12796.07587
,,,,,,,,219,12458.97297
,,,,,,,,220,12256.12364
,,,,,,,,221,12310.12319
,,,,,,,,222,12513.21627
,,,,,,,,223,12879.99853
,,,,,,,,224,13253.50425
,,,,,,,,225,13330.59443
,,,,,,,,226,12802.48694
,,,,,,,,227,12114.71436
,,,,,,,,228,11893.81913
,,,,,,,,229,12079.50057
,,,,,,,,230,12607.52564
,,,,,,,,231,13707.65728
,,,,,,,,232,14922.29969
,,,,,,,,233,16312.00893
,,,,,,,,234,16960.88696
,,,,,,,,235,16930.31564
,,,,,,,,236,16963.03779
,,,,,,,,237,16588.98765
,,,,,,,,238,16433.45784
,,,,,,,,239,15380.1394
,,,,,,,,240,14335.12804
,,,,,,,,241,13467.69623
,,,,,,,,242,12923.93566
,,,,,,,,243,12558.6684
,,,,,,,,244,12338.90862
,,,,,,,,245,12410.81182
,,,,,,,,246,12610.0156
,,,,,,,,247,12845.0279
,,,,,,,,248,13121.67168
,,,,,,,,249,13145.37099
,,,,,,,,250,12821.2081
,,,,,,,,251,12305.07077
,,,,,,,,252,11901.83254
,,,,,,,,253,11782.68595
,,,,,,,,254,12151.72294
,,,,,,,,255,13233.97703
,,,,,,,,256,14503.57751
,,,,,,,,257,15639.08394
,,,,,,,,258,16277.19683
,,,,,,,,259,16533.28204
,,,,,,,,260,16425.89729
,,,,,,,,261,15766.483
,,,,,,,,262,15804.67707
,,,,,,,,263,14720.86869
,,,,,,,,264,13736.47368
,,,,,,,,265,13026.02441
,,,,,,,,266,12492.65154
,,,,,,,,267,12173.58273
,,,,,,,,268,11908.98645
,,,,,,,,269,11980.29303
,,,,,,,,270,12147.85887
,,,,,,,,271,12504.7109
,,,,,,,,272,12751.84924
,,,,,,,,273,12410.36509
,,,,,,,,274,12258.59757
,,,,,,,,275,11822.85529
,,,,,,,,276,11305.65682
,,,,,,,,277,11306.9306
,,,,,,,,278,11763.89945
