BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.154166301164405e8,1.8232779198114358e7,-2.369438331439787e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.099550259999489e8
t1,6091.092615048529,7019.2509444239495,-136.71578947251507,0.0,0.0,0.0,0.0,0.0,0.0,-12973.62777
t2,5236.853999076046,7370.10159486787,-101.1235639433669,0.0,0.0,0.0,0.0,0.0,0.0,-12505.83203
t3,4531.178624941025,7640.472479735658,-84.56826467621725,0.0,0.0,0.0,0.0,0.0,0.0,-12087.08284
t4,3918.3552753436743,8019.77563934221,-61.22770468503356,0.0,0.0,0.0,0.0,0.0,0.0,-11876.90321
t5,3621.228804117076,8134.522071475053,-49.86683559111184,0.0,0.0,0.0,0.0,0.0,0.0,-11705.88404
t6,3610.833898076961,8010.148811940195,-57.231720016757,0.0,0.0,0.0,0.0,0.0,0.0,-11563.75099
t7,5820.773253414567,5780.469402581847,-238.23171599647313,0.0,0.0,0.0,0.0,0.0,0.0,-11363.01094
t8,9846.80812023788,1670.5442966824266,-149.25089692020242,0.0,0.0,0.0,0.0,0.0,0.0,-11368.10152
t9,13665.526319277205,165.72129487625153,-2040.4889141533513,0.0,0.0,0.0,0.0,0.0,0.0,-11790.7587
t10,16907.42181125455,374.40105031135346,-5554.44900156574,0.0,0.0,0.0,0.0,0.0,0.0,-11727.37386
t11,19531.841379913694,0.0004687928404339567,-8435.954528706021,0.0,0.0,0.0,0.0,0.0,0.0,-11095.88732
t12,19345.20534019346,143.9334035218575,-8292.02325371283,0.0,0.0,0.0,0.0,0.0,0.0,-11197.11549
t13,18905.94194728239,168.50086703183317,-8267.455764310638,0.0,0.0,0.0,0.0,0.0,0.0,-10806.98705
t14,19015.65133485722,161.72998910403948,-8274.226663957801,0.0,0.0,0.0,0.0,0.0,0.0,-10903.15466
t15,20139.87087027838,172.65589712330595,-8263.300787401713,0.0,0.0,0.0,0.0,0.0,0.0,-12049.22598
t16,20488.54580967288,205.70413907416554,-8230.252668751116,0.0,0.0,0.0,0.0,0.0,0.0,-12463.99728
t17,17190.421472808557,333.464508940698,-4352.641431748455,0.0,0.0,0.0,0.0,0.0,0.0,-13171.24455
t18,13359.534372847345,775.0641923848282,-160.12106523155052,0.0,0.0,0.0,0.0,0.0,0.0,-13974.4775
t19,10977.834059724431,3741.6242370611335,-149.0512567846403,0.0,0.0,0.0,0.0,0.0,0.0,-14570.40704
t20,9990.877571510226,5034.0785136936975,-150.44159520242266,0.0,0.0,0.0,0.0,0.0,0.0,-14874.51449
t21,9879.455144913996,4642.04957406914,-167.78872898300295,0.0,0.0,0.0,0.0,0.0,0.0,-14353.71599
t22,9508.047054991719,5136.579514392376,-164.6196993839875,0.0,0.0,0.0,0.0,0.0,0.0,-14480.00687
t23,8728.090065644265,5438.828895011527,-161.6529706560708,0.0,0.0,0.0,0.0,0.0,0.0,-14005.26599
t24,8523.815615960677,4964.842745255288,-161.30136121690674,0.0,0.0,0.0,0.0,0.0,0.0,-13327.357
t25,7391.020938898715,5437.156388777537,-154.27813767632455,0.0,0.0,0.0,0.0,0.0,0.0,-12673.89919
t26,6629.634350771676,5642.689900649373,-164.45118142045186,0.0,0.0,0.0,0.0,0.0,0.0,-12107.87307
t27,6648.204755280947,5298.264356087123,-161.50084136792304,0.0,0.0,0.0,0.0,0.0,0.0,-11784.96827
