Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,12289.91386
,,,,,,,,2,11984.44605
,,,,,,,,3,11652.03428
,,,,,,,,4,11541.74952
,,,,,,,,5,11462.97582
,,,,,,,,6,11407.69355
,,,,,,,,7,11294.9111
,,,,,,,,8,11353.285
,,,,,,,,9,11801.85888
,,,,,,,,10,11999.72819
,,,,,,,,11,11821.1009
,,,,,,,,12,12217.92479
,,,,,,,,13,11911.55639
,,,,,,,,14,11749.86113
,,,,,,,,15,12467.14782
,,,,,,,,16,12637.08233
,,,,,,,,17,13186.60288
,,,,,,,,18,13989.83583
,,,,,,,,19,14585.76537
,,,,,,,,20,14913.92809
,,,,,,,,21,14417.18487
,,,,,,,,22,13737.624
,,,,,,,,23,13224.3544
,,,,,,,,24,12587.11807
,,,,,,,,25,11990.18527
,,,,,,,,26,11586.48708
,,,,,,,,27,11349.91971
,,,,,,,,28,11272.22434
,,,,,,,,29,11170.214
,,,,,,,,30,11071.43804
,,,,,,,,31,10506.22559
,,,,,,,,32,10146.86876
,,,,,,,,33,10159.35431
,,,,,,,,34,10310.9121
,,,,,,,,35,10478.14006
,,,,,,,,36,11085.37216
,,,,,,,,37,10956.39468
,,,,,,,,38,10259.62185
,,,,,,,,39,12004.84846
,,,,,,,,40,12642.84322
,,,,,,,,41,13453.63028
,,,,,,,,42,14685.73133
,,,,,,,,43,15330.92067
,,,,,,,,44,15639.72909
,,,,,,,,45,15132.39119
,,,,,,,,46,14251.50525
,,,,,,,,47,13709.90605
,,,,,,,,48,12805.13268
,,,,,,,,49,12109.13864
,,,,,,,,50,11785.41904
,,,,,,,,51,11515.92607
,,,,,,,,52,11381.73415
,,,,,,,,53,11436.49635
,,,,,,,,54,11406.65045
,,,,,,,,55,11030.88619
,,,,,,,,56,10719.46629
,,,,,,,,57,10461.78621
