Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
QLD_coal,1,8126.0,837.7292016896118,6.885344833533932e-7,7288.270798998923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_coal_ccs,1,0.0,0.0,4.8045724584652436e-5,4.8045724584652436e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT,1,1597.9,1073.3464304195788,2.573100677054963e-7,524.5535698377314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT_CCS,1,0.0,0.0,8.728445084934169e-5,8.728445084934169e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_OCGT,1,1988.5,1988.4980125905222,2.749712499899046e-6,0.001990159190199847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_wind,1,826.408,6.219504258000362e-9,17846.92042120584,18673.328421199618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_solar,1,1798.627,1.4101342376089443e-8,19746.725606017422,21545.352606003322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_biomass,1,0.0,0.0,9.928697036115541e-5,9.928697036115541e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_hydro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_PHES,1,740.0,9.226269645531463e-9,6630.986509349256,7370.98650934003,6770.0,4.246934307158475e-7,176432.29055009826,183202.29054967358,0.0,0.0,0.0,0.0
QLD_battery,1,100.0,2.5170312430850515e-8,1079.6930110885319,1179.6930110633616,150.0,6.829826912857631e-8,4809.256548829224,4959.256548760925,0.0,0.0,0.0,0.0
Total,n/a,15177.435,3899.5736447544305,45304.32578597374,56582.18714121932,6920.0,4.929916998444238e-7,181241.5470989275,188161.5470984345,0.0,0.0,0.0,0.0
