Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,12599.98193
,,,,,,,,2,12225.29194
,,,,,,,,3,11871.99454
,,,,,,,,4,11809.97091
,,,,,,,,5,11751.31904
,,,,,,,,6,11719.17835
,,,,,,,,7,11591.06594
,,,,,,,,8,11162.54928
,,,,,,,,9,11064.07946
,,,,,,,,10,11088.63691
,,,,,,,,11,11320.72252
,,,,,,,,12,11695.13708
,,,,,,,,13,11756.9357
,,,,,,,,14,11710.46127
,,,,,,,,15,12284.66523
,,,,,,,,16,12449.17879
,,,,,,,,17,13197.49399
,,,,,,,,18,14109.48082
,,,,,,,,19,14845.26655
,,,,,,,,20,15063.16403
,,,,,,,,21,14528.42206
,,,,,,,,22,13886.46477
,,,,,,,,23,13525.62008
,,,,,,,,24,12978.6019
,,,,,,,,25,12300.25334
,,,,,,,,26,11827.33297
,,,,,,,,27,11569.87997
,,,,,,,,28,11540.44573
,,,,,,,,29,11458.55722
,,,,,,,,30,11382.92284
,,,,,,,,31,10802.38043
,,,,,,,,32,9956.133049
,,,,,,,,33,9421.574886
,,,,,,,,34,9399.820825
,,,,,,,,35,9977.761679
,,,,,,,,36,10562.58445
,,,,,,,,37,10801.774
,,,,,,,,38,10220.22199
,,,,,,,,39,11822.36587
,,,,,,,,40,12454.93968
,,,,,,,,41,13464.52139
,,,,,,,,42,14805.37632
,,,,,,,,43,15590.42184
,,,,,,,,44,15788.96503
,,,,,,,,45,15243.62838
,,,,,,,,46,14400.34602
,,,,,,,,47,14011.17173
,,,,,,,,48,13196.6165
,,,,,,,,49,12419.70692
,,,,,,,,50,12026.21435
,,,,,,,,51,11736.12708
,,,,,,,,52,11649.69428
,,,,,,,,53,11724.7813
,,,,,,,,54,11718.28957
,,,,,,,,55,11326.56033
,,,,,,,,56,10528.27432
,,,,,,,,57,9722.310874
,,,,,,,,58,9290.31161
,,,,,,,,59,9892.27868
,,,,,,,,60,10569.05564
,,,,,,,,61,11676.48089
,,,,,,,,62,12364.79076
,,,,,,,,63,12307.10861
,,,,,,,,64,13031.88564
,,,,,,,,65,14310.36706
,,,,,,,,66,15751.59528
,,,,,,,,67,16733.18723
,,,,,,,,68,16596.1891
,,,,,,,,69,15835.05892
,,,,,,,,70,14968.12474
