Region,Resource,Zone,Cluster,AnnualSum
QLD,QLD_coal,1,1,1.0981954806885626e9
QLD,QLD_coal_ccs,1,1,7.654301365253365
QLD,QLD_CCGT,1,1,2.295188276463478e7
QLD,QLD_CCGT_CCS,1,1,5.288855038702304
QLD,QLD_OCGT,1,1,92.3382424608529
QLD,QLD_wind,1,1,2.4409967134364408e8
QLD,QLD_solar,1,1,-4.966094784028159e7
QLD,QLD_biomass,1,1,31.16312349136258
QLD,QLD_hydro,1,1,0.0
QLD,QLD_PHES,1,1,4.395579886950476e8
QLD,QLD_battery,1,1,3.669277479750587e7
