Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
QLD_coal,1,8126.0,872.3025695478289,2.4154464050656424e-6,7253.697432867617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_coal_ccs,1,0.0,0.0,7.985566230923605e-5,7.985566230923605e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT,1,1597.9,953.358355871073,6.944715168756368e-7,644.5416448233987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT_CCS,1,0.0,0.0,0.000145203733876806,0.000145203733876806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_OCGT,1,1988.5,1988.4948349318984,7.289822645104771e-5,0.005237966328195398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_wind,1,826.408,1.0197165204807956e-8,17604.913919667997,18431.3219196578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_solar,1,1798.627,2.3300787821523272e-8,19942.154991182015,21740.781991158714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_biomass,1,0.0,0.0,0.00016405286347675853,0.00016405286347675853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_hydro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_PHES,1,740.0,1.5194640071825276e-8,6301.606255534727,7041.606255519532,6770.0,6.998124698125883e-7,164859.15598590887,171629.15598520907,0.0,0.0,0.0,0.0
QLD_battery,1,100.0,4.1310210994051825e-8,1181.8249549349357,1281.8249548936255,150.0,1.122431690394675e-7,5089.912553168539,5239.912553056295,0.0,0.0,0.0,0.0
Total,n/a,15177.435,3814.1557604408026,45030.50058644008,56393.77982599927,6920.0,8.120556388520558e-7,169949.06853907742,176869.06853826536,0.0,0.0,0.0,0.0
