BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t62,19636.208400687043,136.4384208745211,-8480.765631556804,0.0,0.0,0.0,0.0,0.0,0.0,-11291.88119
t63,19067.4904494865,463.1871227644403,-7698.7768622498115,0.0,0.0,0.0,0.0,0.0,0.0,-11831.90071
t64,16995.99315303287,700.2543646096365,-4818.695027642362,0.0,0.0,0.0,0.0,0.0,0.0,-12877.55249
t65,15321.589933100715,508.8193853497224,-1551.160118450075,0.0,0.0,0.0,0.0,0.0,0.0,-14279.2492
t66,14023.439182329137,2026.3566629448599,-365.7999452720049,0.0,0.0,0.0,0.0,0.0,0.0,-15683.9959
t67,12532.272843823415,4425.394303235107,-338.3223270583476,0.0,0.0,0.0,0.0,0.0,0.0,-16619.34482
t68,12049.825244034646,4778.531856950381,-339.79798098407935,0.0,0.0,0.0,0.0,0.0,0.0,-16488.55912
t69,12049.825244156256,4013.8346679629385,-354.95368211939547,0.0,0.0,0.0,0.0,0.0,0.0,-15708.70623
t70,11690.41130354224,4517.794071976541,-342.6646555182617,0.0,0.0,0.0,0.0,0.0,0.0,-15865.54072
t71,10404.087725037445,5218.753411693757,-343.4107167316005,0.0,0.0,0.0,0.0,0.0,0.0,-15279.43042
t72,9515.011133868438,5204.247623025537,-338.85441689379866,0.0,0.0,0.0,0.0,0.0,0.0,-14380.40434
t73,9061.014576366939,4834.169419863335,-343.326016230484,0.0,0.0,0.0,0.0,0.0,0.0,-13551.85798
t74,8701.600634877013,4519.388756162886,-341.25845103947665,0.0,0.0,0.0,0.0,0.0,0.0,-12879.73094
t75,9061.014576474552,3733.326297241954,-338.4781237161935,0.0,0.0,0.0,0.0,0.0,0.0,-12455.86275
t76,9496.09461104306,3151.706981551539,-350.95058259467874,0.0,0.0,0.0,0.0,0.0,0.0,-12296.85101
t77,9987.92421492078,2639.9422875450928,-341.08153246546215,0.0,0.0,0.0,0.0,0.0,0.0,-12286.78497
t78,10716.592289067188,1890.4296537792457,-327.851852845873,0.0,0.0,0.0,0.0,0.0,0.0,-12279.17009
t79,15083.834313010599,659.0697138936742,-3346.282766903318,0.0,0.0,0.0,0.0,0.0,0.0,-12396.62126
t80,20384.27814568046,0.0004379146582531668,-8274.880943593893,0.0,0.0,0.0,0.0,0.0,0.0,-12109.39764
t81,20211.63904011919,173.99092316519005,-8443.21317327885,0.0,0.0,0.0,0.0,0.0,0.0,-11942.41679
t82,19906.398054496512,244.84532068061233,-8372.358785176715,0.0,0.0,0.0,0.0,0.0,0.0,-11778.88459
t83,19726.63626357067,286.61840136936104,-8330.58567493985,0.0,0.0,0.0,0.0,0.0,0.0,-11682.66899
t84,19905.6058516593,313.44776397010406,-8303.756285628679,0.0,0.0,0.0,0.0,0.0,0.0,-11915.29733
t85,20613.166075573972,306.73177184839096,-8310.47230742895,0.0,0.0,0.0,0.0,0.0,0.0,-12609.42554
t86,21618.451685244858,247.88478771284414,-8369.319302957769,0.0,0.0,0.0,0.0,0.0,0.0,-13497.01717
t87,22587.22847174292,216.26051644150667,-8400.943578180008,0.0,0.0,0.0,0.0,0.0,0.0,-14402.54541
t88,23701.790181942866,352.2241325800612,-8264.980034519194,0.0,0.0,0.0,0.0,0.0,0.0,-15789.03428
t89,20255.716315779624,646.3411450148762,-4187.549720793785,0.0,0.0,0.0,0.0,0.0,0.0,-16714.50774
t90,16024.128968090983,2306.6136513368356,-342.39712942769984,0.0,0.0,0.0,0.0,0.0,0.0,-17988.34549
t91,13352.83435051162,5466.119283842036,-341.04645435330974,0.0,0.0,0.0,0.0,0.0,0.0,-18477.90718
t92,11690.411302055158,6776.930653945158,-272.5483959996416,0.0,0.0,0.0,0.0,0.0,0.0,-18194.79356
t93,11122.915605915163,6528.525226121087,-294.8465820367757,0.0,0.0,0.0,0.0,0.0,0.0,-17356.59425
t94,10555.419909623326,6873.748063665443,-265.53075328767886,0.0,0.0,0.0,0.0,0.0,0.0,-17163.63722
t95,8947.515436269032,7419.3902354925785,-203.6880717606258,0.0,0.0,0.0,0.0,0.0,0.0,-16163.2176
t96,8625.93454149079,6785.225731775327,-275.10683326622086,0.0,0.0,0.0,0.0,0.0,0.0,-15136.05344
t97,9250.179808218623,5317.631373000529,-356.76251121827016,0.0,0.0,0.0,0.0,0.0,0.0,-14211.04867
t98,10177.089446207154,3646.7587562438657,-378.29406245154735,0.0,0.0,0.0,0.0,0.0,0.0,-13445.55414
t99,10290.588585626678,3109.740428776514,-369.0015644032769,0.0,0.0,0.0,0.0,0.0,0.0,-13031.32745
t100,10555.419911105606,2548.7810325335054,-357.4542336410043,0.0,0.0,0.0,0.0,0.0,0.0,-12746.74671
t101,10933.750375255082,2158.5919084772345,-368.9471437321479,0.0,0.0,0.0,0.0,0.0,0.0,-12723.39514
t102,11388.052445233396,1804.0189855350304,-352.2615507681053,0.0,0.0,0.0,0.0,0.0,0.0,-12839.80988
t103,14220.519588167937,543.4299836087505,-1792.0584317770267,0.0,0.0,0.0,0.0,0.0,0.0,-12971.89114
t104,19258.672097698687,483.609113244544,-6758.15866094255,0.0,0.0,0.0,0.0,0.0,0.0,-12984.12255
t105,21597.546254914003,0.00036276867720797727,-8617.202277681825,0.0,0.0,0.0,0.0,0.0,0.0,-12980.34434
t106,21063.703121995077,206.55810741863885,-8410.6459494193,0.0,0.0,0.0,0.0,0.0,0.0,-12859.61528
t107,20490.495995040175,215.61142909285772,-8401.592644137369,0.0,0.0,0.0,0.0,0.0,0.0,-12304.51478
t108,20028.15124590113,210.05552152535395,-8407.148557421751,0.0,0.0,0.0,0.0,0.0,0.0,-11831.05821
t109,20701.990677451555,213.55018667359764,-8403.65389413124,0.0,0.0,0.0,0.0,0.0,0.0,-12511.88697
t110,21592.22489740114,226.05624830755562,-8391.147825703401,0.0,0.0,0.0,0.0,0.0,0.0,-13427.13332
t111,22924.657475106098,164.5928346763964,-8452.611279778303,0.0,0.0,0.0,0.0,0.0,0.0,-14636.63903
t112,21720.26545358465,607.7612207520717,-6336.058384338741,0.0,0.0,0.0,0.0,0.0,0.0,-15991.96829
t113,17831.86484040342,483.6919564928252,-1268.8341768964783,0.0,0.0,0.0,0.0,0.0,0.0,-17046.72262
t114,13553.215433874779,4347.645294221355,-393.8905880972602,0.0,0.0,0.0,0.0,0.0,0.0,-17506.97014
t115,10591.021963944555,7573.9748783761,-184.50924232118368,0.0,0.0,0.0,0.0,0.0,0.0,-17980.4876
t116,9477.17808668777,8345.00602149228,-62.28218817982334,0.0,0.0,0.0,0.0,0.0,0.0,-17759.90192
t117,9420.428516688738,7715.497858213771,-168.3905849023111,0.0,0.0,0.0,0.0,0.0,0.0,-16967.53579
t118,9647.426795188032,7626.557098402711,-179.9174335902648,0.0,0.0,0.0,0.0,0.0,0.0,-17094.06646
t119,9760.925934392733,6800.199224639375,-299.2070690329512,0.0,0.0,0.0,0.0,0.0,0.0,-16261.91809
t120,9704.17636491439,5977.695331395999,-386.29966631033665,0.0,0.0,0.0,0.0,0.0,0.0,-15295.57203
t121,10271.672061723311,4544.358367705172,-461.2203794281189,0.0,0.0,0.0,0.0,0.0,0.0,-14354.81005
t122,9306.929377682367,4664.674621818727,-432.90675950074285,0.0,0.0,0.0,0.0,0.0,0.0,-13538.69724
t123,8190.85450655726,5356.694039330734,-392.5915358878742,0.0,0.0,0.0,0.0,0.0,0.0,-13154.95701
t124,7396.360529315414,5891.060745819516,-349.77720513510707,0.0,0.0,0.0,0.0,0.0,0.0,-12937.64407
t125,7074.779633555836,6178.4209518686,-316.09411542436044,0.0,0.0,0.0,0.0,0.0,0.0,-12937.10647
t126,6949.8204894392875,6509.129747026355,-295.2189264656576,0.0,0.0,0.0,0.0,0.0,0.0,-13163.73131
t127,9829.65535743817,3814.2714793996793,-333.0058468372787,0.0,0.0,0.0,0.0,0.0,0.0,-13310.92099
t128,15234.067152071893,553.5571451807634,-2457.016827252752,0.0,0.0,0.0,0.0,0.0,0.0,-13330.60747
t129,19950.333103995345,293.68380910589667,-7033.134293103666,0.0,0.0,0.0,0.0,0.0,0.0,-13210.88262
t130,21694.01243255196,0.0003762885558376625,-8617.202178841424,0.0,0.0,0.0,0.0,0.0,0.0,-13076.81063
t131,21186.499227342894,129.15199019478288,-8488.052027539576,0.0,0.0,0.0,0.0,0.0,0.0,-12827.59919
t132,20796.450184161913,133.15879514830522,-8484.045249304081,0.0,0.0,0.0,0.0,0.0,0.0,-12445.56373
t133,21296.363178709955,140.3185637987969,-8476.885472508991,0.0,0.0,0.0,0.0,0.0,0.0,-12959.79627
t134,22336.316360565463,161.8650875020383,-8455.338948061059,0.0,0.0,0.0,0.0,0.0,0.0,-14042.8425
t135,22887.846034903923,140.97989161667402,-8476.224256518457,0.0,0.0,0.0,0.0,0.0,0.0,-14552.60167
t136,21548.64123856266,567.5706592449146,-6745.303177807057,0.0,0.0,0.0,0.0,0.0,0.0,-15370.90872
t137,19233.612729063,509.6057642753777,-2862.8242133362355,0.0,0.0,0.0,0.0,0.0,0.0,-16880.39428
t138,16296.264134618148,1682.741276233546,-375.3855408507316,0.0,0.0,0.0,0.0,0.0,0.0,-17603.61987
t139,14033.829188000853,4181.829736499751,-333.3482544993881,0.0,0.0,0.0,0.0,0.0,0.0,-17882.31067
t140,13373.981868519239,4589.068540398914,-331.2796189179707,0.0,0.0,0.0,0.0,0.0,0.0,-17631.77079
t141,12882.152264401255,4478.335526171337,-357.4734705729195,0.0,0.0,0.0,0.0,0.0,0.0,-17003.01432
t142,12238.990475710323,5053.835165369855,-343.84598107949574,0.0,0.0,0.0,0.0,0.0,0.0,-16948.97966
t143,12806.486171971519,3851.1706297544742,-367.51000172585475,0.0,0.0,0.0,0.0,0.0,0.0,-16290.1468
t144,13468.564484554312,2223.800233066967,-393.42172762185896,0.0,0.0,0.0,0.0,0.0,0.0,-15298.94299
t145,13525.314055087181,1349.850078294112,-420.6116933821712,0.0,0.0,0.0,0.0,0.0,0.0,-14454.55244
t146,12957.818357887954,1255.0743385655574,-445.64878645326826,0.0,0.0,0.0,0.0,0.0,0.0,-13767.24391
t147,12390.322662131504,1404.5770817507741,-424.733783880901,0.0,0.0,0.0,0.0,0.0,0.0,-13370.16596
t148,11955.24262838913,1593.237499351943,-403.60051774074157,0.0,0.0,0.0,0.0,0.0,0.0,-13144.87961
t149,11917.409581956668,1657.9618891490882,-389.6108811057079,0.0,0.0,0.0,0.0,0.0,0.0,-13185.76059
t150,12102.11298854142,1692.969922381328,-369.53718092280474,0.0,0.0,0.0,0.0,0.0,0.0,-13425.54573
t151,12103.641327057709,2147.7059583925234,-328.01154545026145,0.0,0.0,0.0,0.0,0.0,0.0,-13923.33574
t152,16707.263466543947,552.7221782229788,-3156.2602947682158,0.0,0.0,0.0,0.0,0.0,0.0,-14103.72535
t153,20459.947730602158,534.6304585477565,-6629.205629151469,0.0,0.0,0.0,0.0,0.0,0.0,-14365.37256
t154,22594.49620347568,0.00036337865931329713,-8617.202256860128,0.0,0.0,0.0,0.0,0.0,0.0,-13977.29431
t155,22111.690340569487,118.73949309433291,-8498.464623664517,0.0,0.0,0.0,0.0,0.0,0.0,-13731.96521
t156,21771.720915949387,138.68837666122164,-8478.515562611787,0.0,0.0,0.0,0.0,0.0,0.0,-13431.89373
t157,22068.650188536412,183.73966694729762,-8433.464125479759,0.0,0.0,0.0,0.0,0.0,0.0,-13818.92573
t158,22790.984888864867,153.83597514407893,-8463.36789400665,0.0,0.0,0.0,0.0,0.0,0.0,-14481.45297
t159,23709.780439622507,110.4706984881993,-8506.73346810317,0.0,0.0,0.0,0.0,0.0,0.0,-15313.51767
t160,22987.30511976775,597.7424864030148,-7522.445776172042,0.0,0.0,0.0,0.0,0.0,0.0,-16062.60183
t161,20544.934010600507,615.9206789777932,-4446.470449580568,0.0,0.0,0.0,0.0,0.0,0.0,-16714.38424
t162,17769.063614322124,550.4038232126634,-1347.3939775353667,0.0,0.0,0.0,0.0,0.0,0.0,-16972.07346
t163,15542.383706669487,1816.0295174624807,-339.61877413425196,0.0,0.0,0.0,0.0,0.0,0.0,-17018.79445
t164,15152.13505181702,1907.8656555353355,-341.26857735312063,0.0,0.0,0.0,0.0,0.0,0.0,-16718.73213
t165,15000.802866693406,1604.0192006783307,-360.26596737300343,0.0,0.0,0.0,0.0,0.0,0.0,-16244.5561
t166,14981.886342518907,1888.503881933891,-357.88157445471387,0.0,0.0,0.0,0.0,0.0,0.0,-16512.50865
t167,14717.055017806531,1562.841240190739,-378.73137799858955,0.0,0.0,0.0,0.0,0.0,0.0,-15901.16488
t168,14754.888064366362,835.7621460505793,-515.7227504162108,0.0,0.0,0.0,0.0,0.0,0.0,-15074.92746
t169,14868.387203870523,496.74510730115384,-1166.5170911698913,0.0,0.0,0.0,0.0,0.0,0.0,-14198.61522
t170,15000.802867164139,471.43386858872304,-1901.61912575328,0.0,0.0,0.0,0.0,0.0,0.0,-13570.61761
t171,15019.719389565718,459.58832984632033,-2330.1853394108184,0.0,0.0,0.0,0.0,0.0,0.0,-13149.12238
t172,14735.971541641371,500.5233267111572,-2286.4173983552582,0.0,0.0,0.0,0.0,0.0,0.0,-12950.07747
t173,14471.140216665915,551.915276434029,-2205.074813100866,0.0,0.0,0.0,0.0,0.0,0.0,-12817.98068
t174,14523.427960502935,633.364016973849,-2341.4976774779634,0.0,0.0,0.0,0.0,0.0,0.0,-12815.2943
t175,15910.782667410607,767.7831930158198,-3723.4606904271586,0.0,0.0,0.0,0.0,0.0,0.0,-12955.10517
t176,19561.88612275629,449.86560069099744,-7040.830493449852,0.0,0.0,0.0,0.0,0.0,0.0,-12970.92123
t177,21935.781521879526,0.0003617944614788174,-8617.20237367069,0.0,0.0,0.0,0.0,0.0,0.0,-13318.57951
t178,21355.572461066113,202.6753137106193,-8414.528784775015,0.0,0.0,0.0,0.0,0.0,0.0,-13143.71899
t179,20850.620061148915,215.18326667441013,-8402.02084782521,0.0,0.0,0.0,0.0,0.0,0.0,-12663.78248
t180,20380.286742698107,239.0082091505442,-8378.195881849957,0.0,0.0,0.0,0.0,0.0,0.0,-12241.09907
t181,20766.376553910537,207.25977182815632,-8409.94430573882,0.0,0.0,0.0,0.0,0.0,0.0,-12563.69202
t182,21573.439916817926,210.08539598119162,-8407.11869280018,0.0,0.0,0.0,0.0,0.0,0.0,-13376.40662
t183,22560.105164469398,162.21254277802188,-8454.99161724159,0.0,0.0,0.0,0.0,0.0,0.0,-14267.32609
t184,22192.50529476427,495.91271198642494,-7779.495536751248,0.0,0.0,0.0,0.0,0.0,0.0,-14908.92247
t185,19650.63158287499,672.2343380282932,-4603.982830904397,0.0,0.0,0.0,0.0,0.0,0.0,-15718.88309
t186,17198.87858093526,475.5848579210019,-1647.880538854149,0.0,0.0,0.0,0.0,0.0,0.0,-16026.5829
t187,14934.671291685427,1903.1969029450029,-378.7702046315456,0.0,0.0,0.0,0.0,0.0,0.0,-16459.09799
t188,13790.145378908046,3049.0588202647887,-366.51524917271496,0.0,0.0,0.0,0.0,0.0,0.0,-16472.68895
t189,13317.232298858897,3001.43746487499,-373.12856373268306,0.0,0.0,0.0,0.0,0.0,0.0,-15945.5412
t190,12049.825244301484,4570.705232099513,-348.3492664001558,0.0,0.0,0.0,0.0,0.0,0.0,-16272.18121
t191,10706.7520962496,5274.63051378342,-352.47923003230653,0.0,0.0,0.0,0.0,0.0,0.0,-15628.90338
t192,9155.597192584892,5966.50428010196,-322.00630268746045,0.0,0.0,0.0,0.0,0.0,0.0,-14800.09517
t193,8588.10149554531,5785.517687968431,-328.2711635142409,0.0,0.0,0.0,0.0,0.0,0.0,-14045.34802
t194,7963.856228503409,5718.323118574339,-326.23147707729925,0.0,0.0,0.0,0.0,0.0,0.0,-13355.94787
t195,7169.362251377127,6102.353633132716,-299.9392045093382,0.0,0.0,0.0,0.0,0.0,0.0,-12971.77668
t196,8474.60235667586,4613.200493969148,-353.1152306447177,0.0,0.0,0.0,0.0,0.0,0.0,-12734.68762
t197,9155.5971932779,3757.7409123401544,-352.15542561827954,0.0,0.0,0.0,0.0,0.0,0.0,-12561.18268
t198,8110.726587412301,4621.401285900438,-321.4753133125213,0.0,0.0,0.0,0.0,0.0,0.0,-12410.65256
t199,9732.230578484267,2696.5594276679603,-314.7784461522955,0.0,0.0,0.0,0.0,0.0,0.0,-12114.01156
t200,15818.798209865257,624.4388776536157,-4740.586877519082,0.0,0.0,0.0,0.0,0.0,0.0,-11702.65021
t201,19995.252185214846,0.0005367718070889393,-8258.043111989318,0.0,0.0,0.0,0.0,0.0,0.0,-11737.20961
t202,19710.70961963909,121.72778930930416,-8495.476228942396,0.0,0.0,0.0,0.0,0.0,0.0,-11336.96118
t203,19460.442982809196,152.72752268057306,-8464.476365490902,0.0,0.0,0.0,0.0,0.0,0.0,-11148.69414
t204,19188.781194489173,142.133775023892,-8475.070229504641,0.0,0.0,0.0,0.0,0.0,0.0,-10855.84474
t205,19741.089476841342,177.24620514421866,-8439.957671989694,0.0,0.0,0.0,0.0,0.0,0.0,-11478.37801
t206,20745.890095461204,109.12676230263439,-8508.077347760567,0.0,0.0,0.0,0.0,0.0,0.0,-12346.93951
t207,21390.899765512917,369.45251104289883,-8247.751656551314,0.0,0.0,0.0,0.0,0.0,0.0,-13512.60062
t208,19721.439164024876,636.9726524484487,-5708.906876472967,0.0,0.0,0.0,0.0,0.0,0.0,-14649.50494
t209,17108.66646067525,504.9616375773193,-1874.8480082516144,0.0,0.0,0.0,0.0,0.0,0.0,-15738.78009
t210,14505.581276466939,2393.9523957160336,-351.1343821805166,0.0,0.0,0.0,0.0,0.0,0.0,-16548.39929
t211,11468.180211604124,5891.838275979633,-324.2799675853404,0.0,0.0,0.0,0.0,0.0,0.0,-17035.73852
t212,9893.34159822539,7299.907924137778,-220.23446236320302,0.0,0.0,0.0,0.0,0.0,0.0,-16973.01506
t213,10309.50510880808,6496.214706305379,-294.6702451141258,0.0,0.0,0.0,0.0,0.0,0.0,-16511.04957
t214,11330.997361990434,5480.0477698252835,-349.9790518148357,0.0,0.0,0.0,0.0,0.0,0.0,-16461.06608
t215,11784.99391978482,4204.713340206353,-371.49770999118965,0.0,0.0,0.0,0.0,0.0,0.0,-15618.20955
t216,11179.66517682464,3883.6069506058866,-396.40104743048784,0.0,0.0,0.0,0.0,0.0,0.0,-14666.87108
t217,10479.75381842509,3695.1535710929898,-386.7624095176302,0.0,0.0,0.0,0.0,0.0,0.0,-13788.14498
t218,9136.680669730811,4339.685925192117,-370.9659549224085,0.0,0.0,0.0,0.0,0.0,0.0,-13105.40064
t219,8039.522321889821,5038.880006969153,-349.0433488598337,0.0,0.0,0.0,0.0,0.0,0.0,-12729.35898
t220,7661.191856710705,5202.086198063007,-332.18384477352026,0.0,0.0,0.0,0.0,0.0,0.0,-12531.09421
t221,7434.193577877697,5472.173194860208,-334.4072427379056,0.0,0.0,0.0,0.0,0.0,0.0,-12571.95953
t222,7368.367674930784,5708.193838227391,-311.95631315814836,0.0,0.0,0.0,0.0,0.0,0.0,-12764.6052
t223,9311.911054187553,4103.776183238989,-317.8444374262473,0.0,0.0,0.0,0.0,0.0,0.0,-13097.8428
t224,13977.814278801314,555.3111474233312,-1401.9331662241812,0.0,0.0,0.0,0.0,0.0,0.0,-13131.19226
t225,17305.10603132592,698.8050767587094,-5167.234218084778,0.0,0.0,0.0,0.0,0.0,0.0,-12836.67689
t226,20263.139818373304,0.0005288620898241402,-8145.405067239874,0.0,0.0,0.0,0.0,0.0,0.0,-12117.73528
t227,20170.789517019482,10.377604217353841,-8606.826191236241,0.0,0.0,0.0,0.0,0.0,0.0,-11574.34093
t228,19843.591014597543,13.690784275253339,-8603.512908866385,0.0,0.0,0.0,0.0,0.0,0.0,-11253.76889
t229,20255.654992165153,11.298144047742314,-8605.905636210979,0.0,0.0,0.0,0.0,0.0,0.0,-11661.0475
