BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.1531321551360963e8,1.7928117382078685e7,-2.3286306895168886e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.0995502600046508e8
t1,6045.473533905192,6822.877313819286,-95.75254772438049,0.0,0.0,0.0,0.0,0.0,0.0,-12772.5983
t2,5197.632722280805,7223.725542330421,-70.2919346108334,0.0,0.0,0.0,0.0,0.0,0.0,-12351.06633
t3,4497.242488285679,7515.299943747525,-60.92949203315173,0.0,0.0,0.0,0.0,0.0,0.0,-11951.61294
t4,3889.0088645262567,7898.74800226683,-48.13991679349205,0.0,0.0,0.0,0.0,0.0,0.0,-11739.61695
t5,3594.10771403019,8021.462718070897,-40.50200210114744,0.0,0.0,0.0,0.0,0.0,0.0,-11575.06843
t6,3589.880952787116,7890.522062351088,-42.774255138401145,0.0,0.0,0.0,0.0,0.0,0.0,-11437.62876
t7,5816.910512542837,5555.925555413565,-118.2719979564753,0.0,0.0,0.0,0.0,0.0,0.0,-11254.56407
t8,9867.314880289168,1674.641062225776,-112.39248251487646,0.0,0.0,0.0,0.0,0.0,0.0,-11429.56346
t9,13711.665261979031,113.01843017987687,-1786.412702158446,0.0,0.0,0.0,0.0,0.0,0.0,-12038.27099
t10,16972.782565689486,286.0787638771926,-5188.882499563943,0.0,0.0,0.0,0.0,0.0,0.0,-12069.97883
t11,19689.70934702558,0.0003998014296081838,-8323.427596827267,0.0,0.0,0.0,0.0,0.0,0.0,-11366.28215
t12,19523.705778931984,158.46587795175006,-8164.963576883631,0.0,0.0,0.0,0.0,0.0,0.0,-11517.20808
t13,18975.428591863012,182.16191038955972,-8141.267522252616,0.0,0.0,0.0,0.0,0.0,0.0,-11016.32298
t14,19004.313549890132,178.18098291622346,-8145.248462806444,0.0,0.0,0.0,0.0,0.0,0.0,-11037.24607
t15,20170.84387777615,161.17114534799134,-8162.258343124262,0.0,0.0,0.0,0.0,0.0,0.0,-12169.75668
t16,20430.809514822948,221.98913665176988,-8101.440401474909,0.0,0.0,0.0,0.0,0.0,0.0,-12551.35825
t17,17144.327902231755,240.8681997493856,-4215.387901981423,0.0,0.0,0.0,0.0,0.0,0.0,-13169.8082
t18,13286.739691454231,765.4361645606201,-115.38600601345856,0.0,0.0,0.0,0.0,0.0,0.0,-13936.78985
t19,10897.645943893851,3698.9845588933445,-110.52987278780795,0.0,0.0,0.0,0.0,0.0,0.0,-14486.10063
t20,9916.051138762039,5026.2898281103,-111.94134687270656,0.0,0.0,0.0,0.0,0.0,0.0,-14830.39962
t21,9805.463207509893,4644.987428714142,-124.74679622457509,0.0,0.0,0.0,0.0,0.0,0.0,-14325.70384
t22,9436.836769164507,5010.1186370670885,-122.61688623082745,0.0,0.0,0.0,0.0,0.0,0.0,-14324.33852
t23,8662.721248570364,5251.209045033383,-120.64505360338981,0.0,0.0,0.0,0.0,0.0,0.0,-13793.28524
