Resource,QLD_coal,QLD_coal_ccs,QLD_CCGT,QLD_CCGT_CCS,QLD_OCGT,QLD_wind,QLD_solar,QLD_biomass,QLD_hydro,QLD_PHES,QLD_battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025548635414419e7,2.8539705983221713e6,2.310945695246636e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.351269054591652e-6,1.0519246199642183e-5,1.6870515254233834e-5
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.440768009144913e-6,1.0572058184532128e-5,1.701282619367704e-5
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462992576883486e-6,1.0536487783100594e-5,1.699948035998408e-5
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37805749175648e-6,1.0019652799537891e-5,1.639771029129437e-5
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.297183826824556e-6,9.296687970538218e-6,1.5593871797362773e-5
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9765197297673e-6,9.13856317563986e-6,1.511508290540716e-5
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6016342681160594e-6,1.140977558952498e-5,1.801140985764104e-5
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5501073368061455e-6,7.780630937367829e-6,1.4330738274173974e-5
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.389667012316,2.4481136656597396e-5,2001.3896914934528
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108.004590062646,4.444226947658222e-6,5108.004594506872
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462289516,1299.0060768510398,8337.489539140555
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462253357,1132.1228841586496,8170.606346412007
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462290541,1113.2972118154491,8151.78067410599
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462240559,1121.1507836753249,8159.634245915884
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462170204,1123.1400564661637,8161.623518636367
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038.483462231134,1022.6425093954026,8061.125971626536
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.644612432709,2.4588336640638948e-5,3800.6446370210456
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.438789384239872e-6,1.076124827328969e-5,1.7200037657529562e-5
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.565942685020424e-6,1.0716940707667286e-5,1.728288339268771e-5
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6070305394412435e-6,1.0653305810269195e-5,1.726033634971044e-5
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.780172222417404e-6,1.1224607372599799e-5,1.8004779595017203e-5
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.753484442491227e-6,1.0915573148345048e-5,1.7669057590836274e-5
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7237872215933364e-6,1.0719762117487242e-5,1.7443549339080578e-5
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69855455549652e-6,1.0488453227525558e-5,1.7187007783022077e-5
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670595752517438e-6,1.0318650139784041e-5,1.6989245892301478e-5
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.796151047124016e-6,1.1066147763976267e-5,1.7862298811100283e-5
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.767934415353611e-6,1.0955585980805333e-5,1.7723520396158945e-5
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.719877718935759e-6,1.0819188426621571e-5,1.753906614555733e-5
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680024624134444e-6,1.0785339203550765e-5,1.746536382768521e-5
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.602166086242154e-6,1.066697912875122e-5,1.7269145214993374e-5
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5588322773287156e-6,6.901243246589412e-6,1.3460075523918126e-5
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.66546096025,3.548661537562697e-6,4610.665464508912
