Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
QLD_coal,1,8126.0,932.5834576955915,1.2204391019899712e-7,7193.416542426453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_coal_ccs,1,0.0,0.0,5.892266550508392e-6,5.892266550508392e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT,1,1597.9,807.4722744772876,0.00013646454681109116,790.4278619872593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_CCGT_CCS,1,0.0,0.0,1.0028686156600526e-5,1.0028686156600526e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_OCGT,1,1988.5,1988.4996782157841,4.0696776663540045e-5,0.0003624809926350281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_wind,1,826.408,6.053913991281204e-10,17201.752806961253,18028.16080696065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_solar,1,1798.627,1.489634053525142e-9,20231.26759758519,22029.8945975837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_biomass,1,0.0,0.0,1.1300194455009593e-5,1.1300194455009593e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_hydro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD_PHES,1,740.0,9.263699298057788e-10,6298.483466673129,7038.483466672203,6770.0,4.305390945926174e-8,151421.22276835554,158191.2227683125,0.0,0.0,0.0,0.0
QLD_battery,1,100.0,2.4427113508640743e-9,1199.0062935643666,1299.006293561924,150.0,6.610888144456883e-9,5022.399626066771,5172.39962606016,0.0,0.0,0.0,0.0
Total,n/a,15177.435,3728.5554103941276,44930.510369288444,56379.389958894324,6920.0,4.9664797603718624e-8,156443.6223944223,163363.62239437265,0.0,0.0,0.0,0.0
