Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,13576.7161
,,,,,,,,2,12970.12906
,,,,,,,,3,12493.49249
,,,,,,,,4,12288.7619
,,,,,,,,5,12098.33079
,,,,,,,,6,11942.11756
,,,,,,,,7,11688.35144
,,,,,,,,8,11183.71575
,,,,,,,,9,11048.22205
,,,,,,,,10,10699.55929
,,,,,,,,11,10284.70312
,,,,,,,,12,10236.83807
,,,,,,,,13,10178.9795
,,,,,,,,14,10500.8806
,,,,,,,,15,11687.63402
,,,,,,,,16,12201.91443
,,,,,,,,17,13175.55352
,,,,,,,,18,14087.54035
,,,,,,,,19,14823.32608
,,,,,,,,20,15006.85888
,,,,,,,,21,14437.75224
,,,,,,,,22,14947.01173
,,,,,,,,23,14641.20807
,,,,,,,,24,14036.08608
,,,,,,,,25,13276.98751
,,,,,,,,26,12572.17009
,,,,,,,,27,12191.37792
,,,,,,,,28,12019.23672
,,,,,,,,29,11805.56897
,,,,,,,,30,11605.86205
,,,,,,,,31,10899.66593
,,,,,,,,32,9977.299517
,,,,,,,,33,9405.717475
,,,,,,,,34,9010.743203
,,,,,,,,35,8941.742281
,,,,,,,,36,9104.285443
,,,,,,,,37,9223.817794
,,,,,,,,38,9010.641324
,,,,,,,,39,11225.33467
,,,,,,,,40,12207.67532
,,,,,,,,41,13442.58092
,,,,,,,,42,14783.43585
,,,,,,,,43,15568.48137
,,,,,,,,44,15732.65988
,,,,,,,,45,15152.95855
,,,,,,,,46,15460.89298
,,,,,,,,47,15126.75972
,,,,,,,,48,14254.10069
,,,,,,,,49,13388.75064
,,,,,,,,50,12770.18726
,,,,,,,,51,12354.05391
,,,,,,,,52,12131.34685
,,,,,,,,53,12073.01334
,,,,,,,,54,11936.43735
,,,,,,,,55,11430.20141
,,,,,,,,56,10554.02086
,,,,,,,,57,9717.640571
,,,,,,,,58,8908.672243
,,,,,,,,59,8862.004023
,,,,,,,,60,9114.785628
,,,,,,,,61,10105.91346
,,,,,,,,62,11157.99126
,,,,,,,,63,11711.70017
,,,,,,,,64,12790.67491
,,,,,,,,65,14280.49725
,,,,,,,,66,15721.72548
,,,,,,,,67,16703.31742
,,,,,,,,68,16531.95462
