Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
2000,0,1,0,2000,1,8760,1,1,13174.65719
,,,,,,,,2,12660.59769
,,,,,,,,3,12222.55271
,,,,,,,,4,12014.18942
,,,,,,,,5,11836.6996
,,,,,,,,6,11689.87315
,,,,,,,,7,11471.45774
,,,,,,,,8,11306.63961
,,,,,,,,9,11543.24654
,,,,,,,,10,11384.76909
,,,,,,,,11,10825.49266
,,,,,,,,12,10877.0231
,,,,,,,,13,10597.65126
,,,,,,,,14,10769.06335
,,,,,,,,15,11928.69536
,,,,,,,,16,12376.63634
,,,,,,,,17,13172.68085
,,,,,,,,18,14012.16508
,,,,,,,,19,14654.71334
,,,,,,,,20,14918.62924
,,,,,,,,21,14381.72803
,,,,,,,,22,14635.67512
,,,,,,,,23,14217.24664
,,,,,,,,24,13563.59999
,,,,,,,,25,12874.9286
,,,,,,,,26,12262.63872
,,,,,,,,27,11920.43814
,,,,,,,,28,11744.66424
,,,,,,,,29,11543.93778
,,,,,,,,30,11353.61764
,,,,,,,,31,10682.77223
,,,,,,,,32,10100.22338
,,,,,,,,33,9900.741964
,,,,,,,,34,9695.952996
,,,,,,,,35,9482.531821
,,,,,,,,36,9744.470476
,,,,,,,,37,9642.489556
,,,,,,,,38,9278.824073
,,,,,,,,39,11466.396
,,,,,,,,40,12382.39723
,,,,,,,,41,13439.70826
,,,,,,,,42,14708.06059
,,,,,,,,43,15399.86864
,,,,,,,,44,15644.43024
,,,,,,,,45,15096.93435
,,,,,,,,46,15149.55637
,,,,,,,,47,14702.79829
,,,,,,,,48,13781.61459
,,,,,,,,49,12987.89635
,,,,,,,,50,12460.86245
,,,,,,,,51,12083.66785
,,,,,,,,52,11856.37622
,,,,,,,,53,11811.17694
,,,,,,,,54,11685.04835
,,,,,,,,55,11212.35707
,,,,,,,,56,10676.33287
,,,,,,,,57,10211.55825
,,,,,,,,58,9593.424104
,,,,,,,,59,9402.377628
,,,,,,,,60,9754.836074
,,,,,,,,61,10524.36667
,,,,,,,,62,11425.77106
,,,,,,,,63,11952.10118
,,,,,,,,64,12964.43004
,,,,,,,,65,14278.00117
,,,,,,,,66,15646.26636
,,,,,,,,67,16535.3723
,,,,,,,,68,16445.16372
,,,,,,,,69,15680.9528
,,,,,,,,70,15710.33915
,,,,,,,,71,15067.59998
,,,,,,,,72,14143.94092
,,,,,,,,73,13351.43086
,,,,,,,,74,12725.06855
,,,,,,,,75,12320.66974
,,,,,,,,76,12159.36571
,,,,,,,,77,12155.86679
,,,,,,,,78,12153.47562
,,,,,,,,79,12287.69911
,,,,,,,,80,12170.55364
,,,,,,,,81,12189.37558
,,,,,,,,82,12121.26045
,,,,,,,,83,11952.85574
,,,,,,,,84,12235.32248
,,,,,,,,85,12818.6521
,,,,,,,,86,13630.90704
,,,,,,,,87,14522.74589
,,,,,,,,88,15875.91183
,,,,,,,,89,16713.25971
,,,,,,,,90,17950.61595
,,,,,,,,91,18393.93465
,,,,,,,,92,18151.39815
,,,,,,,,93,17328.84081
,,,,,,,,94,17008.43565
,,,,,,,,95,15951.38716
,,,,,,,,96,14899.59002
,,,,,,,,97,14010.62155
,,,,,,,,98,13290.89175
,,,,,,,,99,12896.13443
,,,,,,,,100,12609.26141
,,,,,,,,101,12592.47696
,,,,,,,,102,12714.11541
,,,,,,,,103,12862.96899
,,,,,,,,104,13045.27855
,,,,,,,,105,13227.30313
,,,,,,,,106,13201.99114
,,,,,,,,107,12574.70152
,,,,,,,,108,12151.08336
,,,,,,,,109,12721.11353
,,,,,,,,110,13561.02318
,,,,,,,,111,14756.8395
,,,,,,,,112,16078.84584
,,,,,,,,113,17045.47459
,,,,,,,,114,17469.2406
,,,,,,,,115,17896.51508
,,,,,,,,116,17716.50652
,,,,,,,,117,16939.78236
,,,,,,,,118,16938.86488
,,,,,,,,119,16050.08765
,,,,,,,,120,15059.10861
,,,,,,,,121,14154.38292
,,,,,,,,122,13384.03486
,,,,,,,,123,13019.764
,,,,,,,,124,12800.15878
,,,,,,,,125,12806.18829
,,,,,,,,126,13038.03683
,,,,,,,,127,13201.99884
,,,,,,,,128,13391.76346
,,,,,,,,129,13457.84141
,,,,,,,,130,13419.18649
,,,,,,,,131,13097.78593
,,,,,,,,132,12765.58888
,,,,,,,,133,13169.02283
,,,,,,,,134,14176.73236
,,,,,,,,135,14672.80215
,,,,,,,,136,15457.78627
,,,,,,,,137,16879.14625
,,,,,,,,138,17565.89034
,,,,,,,,139,17798.33815
,,,,,,,,140,17588.37539
,,,,,,,,141,16975.26089
,,,,,,,,142,16793.77809
,,,,,,,,143,16078.31637
,,,,,,,,144,15062.47957
,,,,,,,,145,14254.12531
,,,,,,,,146,13612.58152
,,,,,,,,147,13234.97295
,,,,,,,,148,13007.39432
,,,,,,,,149,13054.84241
,,,,,,,,150,13299.85125
,,,,,,,,151,13814.41359
,,,,,,,,152,14164.88135
,,,,,,,,153,14612.33134
,,,,,,,,154,14319.67017
,,,,,,,,155,14002.15195
,,,,,,,,156,13751.91888
,,,,,,,,157,14028.15229
,,,,,,,,158,14615.34283
,,,,,,,,159,15433.71815
,,,,,,,,160,16149.47938
,,,,,,,,161,16713.13621
,,,,,,,,162,16934.34392
,,,,,,,,163,16934.82193
,,,,,,,,164,16675.33672
,,,,,,,,165,16216.80266
,,,,,,,,166,16357.30708
,,,,,,,,167,15689.33444
,,,,,,,,168,14838.46404
,,,,,,,,169,13997.58578
,,,,,,,,170,13415.85194
,,,,,,,,171,13013.65251
,,,,,,,,172,12812.79125
,,,,,,,,173,12687.1651
,,,,,,,,174,12689.17212
,,,,,,,,175,12846.65835
,,,,,,,,176,13032.38315
,,,,,,,,177,13566.0917
,,,,,,,,178,13486.32382
,,,,,,,,179,12934.17719
,,,,,,,,180,12561.19152
,,,,,,,,181,12773.02785
,,,,,,,,182,13510.49796
,,,,,,,,183,14387.85673
,,,,,,,,184,14996.28341
,,,,,,,,185,15717.44677
,,,,,,,,186,15988.89529
,,,,,,,,187,16374.79166
,,,,,,,,188,16428.57417
,,,,,,,,189,15917.52914
,,,,,,,,190,16116.51294
,,,,,,,,191,15416.9227
,,,,,,,,192,14563.85215
,,,,,,,,193,13844.31859
,,,,,,,,194,13201.1822
,,,,,,,,195,12836.3068
,,,,,,,,196,12597.4014
,,,,,,,,197,12430.36711
,,,,,,,,198,12284.53038
,,,,,,,,199,12005.56473
,,,,,,,,200,11764.11213
,,,,,,,,201,11984.7218
,,,,,,,,202,11679.566
,,,,,,,,203,11419.08885
,,,,,,,,204,11175.93718
,,,,,,,,205,11687.71383
,,,,,,,,206,12481.03085
,,,,,,,,207,13633.13126
,,,,,,,,208,14736.86588
,,,,,,,,209,15737.34377
,,,,,,,,210,16510.71168
,,,,,,,,211,16951.43218
,,,,,,,,212,16928.90028
,,,,,,,,213,16483.03751
,,,,,,,,214,16305.39782
,,,,,,,,215,15406.22887
,,,,,,,,216,14430.62806
,,,,,,,,217,13587.71785
,,,,,,,,218,12950.73825
,,,,,,,,219,12594.16597
,,,,,,,,220,12393.60891
,,,,,,,,221,12441.04135
,,,,,,,,222,12638.91073
,,,,,,,,223,12988.92065
,,,,,,,,224,13192.34826
,,,,,,,,225,13083.63568
,,,,,,,,226,12460.11114
