Load (MW)
13200.767542484273
12681.996361862404
12328.225889556154
12421.437708155032
12460.22754137441
12516.54237921199
12273.355702911542
10265.426940833844
8398.490182338159
6946.9430662471
6596.573720927621
5916.56323230111
6714.312169254396
7691.623257392883
9210.849082731427
10974.55985413247
12873.153416698813
14085.760789107095
15208.140951818557
15121.240199653139
14481.461013238908
13943.44858508486
14010.332577038374
13763.566003967742
12901.038952707524
12284.03739525233
12026.111317953524
12151.912526862363
12167.465721250039
12180.286872884555
11484.670193096008
9059.010709516406
6755.985606475939
5258.12697688132
5253.612884106218
4784.01060364766
5759.150466165159
6201.383980332099
8748.549726093308
10980.320745502378
13140.180820211532
14781.656289556959
15953.296248040097
15847.041196879221
15196.66732769503
14457.329835918214
14495.884227104307
13981.580606447473
13007.807321696559
12481.198087907187
12186.491365701268
12265.67349070349
12435.760974361398
12507.315347488053
12019.147392658764
9638.268970841003
7072.497922581608
5157.954758967248
5175.599233112057
4795.068832553194
6642.152283893592
8350.4046725019
9237.6531660754
11567.328961265994
13976.535720676406
15720.293601338803
17085.364138330504
16640.37040503065
15778.023862033615
15013.309077518841
14859.139509485376
14346.175486996892
13371.34183145221
12745.40418532027
12423.493253867568
12568.662980288927
12780.450829195077
12975.742608804976
13094.489430114258
11132.48973351342
9050.31525020529
7685.791102853392
7726.07734117758
7275.555241393557
8936.437708356763
10555.540650895666
11808.297872734736
14478.81075271542
16411.794261944204
18024.64319170363
18943.926492158218
18346.604841672473
17425.911879559437
16311.405581277433
15742.926690692733
15101.824580813436
14030.532522213733
13311.227386059476
12998.957946413355
13018.558678606149
13217.06099361032
13536.382398830916
13669.759309908408
12007.214642970404
10088.242802948611
8766.521800171195
8347.923123209657
7191.316120305204
8838.899138169883
10485.656794443737
12042.391484822987
14681.744760938782
16744.009143074687
17543.267840000968
18446.506918838393
17911.713204030624
17036.85342053989
16241.834816747783
15841.62717979118
15261.343175814302
14174.293896526195
13404.370493537495
13122.587510123369
13209.456041817502
13430.772321558303
13860.303822820184
14008.789158547133
12353.699558158478
10318.781082319447
8983.717145454302
8871.007537158399
7805.821636159437
9286.808442180212
11101.365974799173
11958.354134084548
14060.685187511532
16577.680798764282
17639.91757700849
18348.32998900998
17783.582074238086
17072.331953532645
16096.748019964347
15869.85589538364
15264.714132177493
14274.036285965994
13632.91716040273
13337.796461099577
13416.691585173045
13679.426447432032
14122.11824582698
14621.203916120383
13126.817441838542
11473.271018327147
9884.200823116895
9775.373554657235
8792.151640111411
10145.93789510864
11539.976448717858
12719.27012979363
14752.378298604606
16411.67076457486
17008.371163584514
17484.813770370532
16870.54341049216
16313.873729413446
15660.277007514558
15480.873969945093
15040.69860118744
14023.696137217434
13437.250611976966
13119.325685972362
13220.039534908927
13310.693045053587
13515.841346344525
13648.556310729698
11991.170483032702
10421.335346584065
9048.497800354027
8705.258253864635
7600.731646020636
8889.688760435674
10433.057868255075
11670.01045286555
13594.206925427385
15417.919336582336
16062.490992000648
16928.219269623758
16631.185134422165
16017.262122589354
15424.286407479476
15210.008635029004
14763.81816206366
13870.428944264711
13222.5808748669
12941.979984796924
13004.649686377625
13053.895050401505
13111.199606593393
12807.462691924029
10722.899463670186
8839.965447345683
7241.739983866275
7190.169914572418
6215.477308698236
7804.374745255641
9403.590755011524
10915.284980219723
13334.789395025578
15437.816328243076
16584.307383664167
17504.85979627765
17131.511244420468
16582.770492006715
15613.171285390412
15199.314806483653
14630.594070335406
13607.628826395976
12971.073885299687
12696.989484374455
12802.906180740047
13065.625388402921
13461.17771909984
13795.710972041978
12154.284355261603
9944.575356212832
8024.641793336595
7617.749275469097
6614.026797612361
7988.059663583542
9398.269414978397
10873.008809712286
13438.32106440813
16011.791500841482
17072.6437170294
17564.279979043724
17201.639857700287
16713.81213273214
15891.629325883318
15383.50933971503
14773.82600423629
13688.034310835998
13098.933668759586
12796.684910025915
12885.691163789379
13166.314011207825
13557.97704447023
13760.74034372314
12022.451783187917
9759.351914392975
8043.362950889224
7808.105685414738
6622.040211423102
7691.245042465246
8942.466715727536
10399.328561699374
13019.598885152347
15338.866511089382
16388.953583349656
17167.246373003938
16664.499355840846
15891.30747711192
15262.84855777279
14724.238636573373
14175.171636647143
13246.362493677265
12667.649545822198
12411.599239620155
12455.768990713896
12735.795224080452
13095.820318596703
13420.42333940394
11652.629343993187
9024.346014651934
7480.752421152501
7325.890203720629
6025.864488218649
7215.48969076746
8554.643230401416
10096.309502321277
12638.513833753466
15115.291048190087
16365.711726319249
17218.803915605215
16911.44539133859
16111.115400546476
15239.11619006415
14883.122350731843
14406.052577732915
13445.62289001257
12806.53538314497
12550.201554813308
12715.061284346793
12866.916381730738
13216.151980725394
13369.690272197993
11419.066248773237
9077.616865827895
7093.52033167957
6754.041722877145
5702.0422100047745
7144.63003115777
8575.345564062241
10010.68407977706
12620.444951038913
15302.746139655956
16563.335347660868
17381.620412187407
17052.542005512558
16332.862754499582
15564.128217582678
15049.478525435337
14505.862803755874
13468.203775207056
12872.70910031791
12637.76466847651
12734.213812992342
12978.82587115016
13381.38972150653
13640.615670143068
11794.1121048713
9657.558772862256
7826.823359243334
7162.332722922382
6267.501876234224
7808.207487630315
9221.974311142156
10795.05413926387
13060.947891687807
15573.668058801895
16717.73662913206
17348.87969411501
16957.93606299768
16294.54552141151
15486.352705289786
15181.003223785454
14700.172868920054
13716.998247752572
13041.963363103661
12653.469257217255
12746.23057132797
12853.321407392204
12800.28889137433
12458.08341585446
10200.035953466602
7852.2856693287795
6209.155866596491
6068.255453678134
5347.843931280838
6677.181206671842
8400.9973650968
9976.322305309219
12488.427134927806
15037.07084352473
16552.48332916422
17710.110684725867
17403.70118585163
16685.241999369035
15780.88593115668
15467.095370009407
14976.59021424481
14054.634837337164
13410.84130833285
13060.493974376835
12967.729191142822
12960.793688513124
13063.176523914715
12740.603651321218
10315.528605996535
8004.670986700423
6125.548147551397
6042.38014570146
5155.231520095228
6725.959188763124
8398.581339096558
10102.10698508424
13033.725420762146
16041.579312364052
17677.02776220564
18429.778559074442
18135.266553246754
17363.766116331197
16599.400404167427
15985.466011128308
15317.479481021952
14266.196812112077
13560.980812460313
13277.491478069776
13307.575571460166
13548.34703537138
14026.746967502088
14639.370205210756
12875.827302344707
10739.09481218014
9025.770608814884
9198.613009433131
8593.68614937878
10311.222599678116
11973.464390908168
13153.51992899481
15809.914102680345
18440.859519046026
19398.527074048656
19614.623311063446
19129.265071383736
18200.48042247939
17264.95138216781
16497.386035204625
15712.41818703877
14682.078551872975
13990.725566779838
13668.670265162975
13822.074309140235
13918.376463114724
14364.294847708701
14861.88637377301
13459.84288316781
